passport_id,Origin,Destination,Requirement
PASS80ea8c,Gabon,Cuba,Visa Required
PASSa6c03e,Gabon,Curacao,Visa Required
PASSef439e,Gabon,Cyprus,Visa Required
PASSe804aa,Gabon,Czechia,Visa Required
PASSf7d8ee,Gabon,Denmark,Visa Required
PASSb1b4d7,Gabon,Djibouti,Visa Free
PASS8077da,Gabon,Dominica,Visa Free
PASS154ddd,Gabon,Dominican Republic,Visa Required
PASS1d8969,Gabon,Ecuador,Visa Free
PASS4d4f7d,Gabon,Egypt,Visa Required
PASS74b734,Gabon,El Salvador,Visa Required
PASS27bafb,Gabon,Equatorial Guinea,Visa Required
PASS4a9c72,Gabon,Eritrea,Visa Required
PASS151769,Gabon,Estonia,Visa Required
PASSf5c33e,Gabon,Ethiopia,Visa Free
PASSb9cba9,Gabon,Falkland Islands,Visa Required
PASSe73b57,Gabon,Faroe Islands,Visa Required
PASSed28ec,Gabon,Fiji,Visa Required
PASS754a58,Gabon,Finland,Visa Required
PASSb0343f,Gabon,France,Visa Required
PASS194525,Gabon,French Guiana,Visa Required
PASSf5e0b7,Gabon,French Polynesia,Visa Required
PASS24a470,Gabon,French West Indies,Visa Required
PASS9e668e,Gabon,Georgia,Visa Required
PASS145001,Gabon,Germany,Visa Required
PASSa9ba98,Gabon,Ghana,Visa Free
PASS81a98f,Gabon,Gibraltar,Visa Required
PASS601a8a,Gabon,Greece,Visa Required
PASS9b6376,Gabon,Greenland,Visa Required
PASS9f2a37,Gabon,Grenada,Visa Required
PASS3b764f,Gabon,Guam,Visa Required
PASS6cc3a2,Gabon,Guatemala,Visa Required
PASSf8d4f2,Gabon,Guinea,Visa Required
PASSb0513d,Gabon,Guinea-Bissau,Visa Free
PASSba401f,Gabon,Guyana,Visa Required
PASSa7c609,Gabon,Haiti,Visa Free
PASS4eece5,Gabon,Honduras,Visa Required
PASS25295e,Gabon,Hong Kong (SAR China),Visa Free
PASSe96785,Gabon,Hungary,Visa Required
PASS8e2d9f,Gabon,Iceland,Visa Required
PASS34cc34,Gabon,India,Visa Required
PASS833e9a,Gabon,Indonesia,Visa Required
PASSc2b918,Gabon,Iran,Visa Free
PASS381f43,Gabon,Iraq,Visa Required
PASS13809f,Gabon,Ireland,Visa Required
PASSfc70d2,Gabon,Israel,Visa Required
PASSb0942b,Gabon,Italy,Visa Required
PASS1762b1,Gabon,Jamaica,Visa Required
PASS14273e,Gabon,Japan,Visa Required
PASS98955e,Gabon,Jordan,Visa Required
PASSf371d4,Gabon,Kazakhstan,Visa Required
PASS9f4b24,Gabon,Kenya,Visa Free
PASScc64bf,Gabon,Kiribati,Visa Free
PASS92ff78,Gabon,Kosovo,Visa Required
PASSca199f,Gabon,Kuwait,Visa Required
PASS8ffa34,Gabon,Kyrgyzstan,Visa Required
PASSecdc7c,Gabon,Laos,Visa Free
PASS799898,Gabon,Latvia,Visa Required
PASS30e137,Gabon,Lebanon,Visa Required
PASSaabb78,Gabon,Lesotho,Visa Required
PASSf7e0d2,Gabon,Liberia,Visa Required
PASS1b55ab,Gabon,Libya,Visa Required
PASS16a9ca,Gabon,Liechtenstein,Visa Required
PASS3372c7,Gabon,Lithuania,Visa Required
PASS6176fe,Gabon,Luxembourg,Visa Required
PASSccc40c,Gabon,Macao (SAR China),Visa Free
PASS1f29a5,Gabon,Madagascar,Visa Free
PASS61ddea,Gabon,Malawi,Visa Free
PASS307591,Gabon,Malaysia,Visa Free
PASSf5c094,Gabon,Maldives,Visa Free
PASSba0e36,Gabon,Mali,Visa Required
PASS6afe11,Gabon,Malta,Visa Required
PASSd574ce,Gabon,Marshall Islands,Visa Required
PASSbadba1,Gabon,Mauritania,Visa Required
PASS0ad271,Gabon,Mauritius,Visa Free
PASSf56a6f,Gabon,Mayotte,Visa Required
PASS556d57,Gabon,Mexico,Visa Required
PASS627298,Gabon,Micronesia,Visa Free
PASS49f449,Gabon,Moldova,Visa Required
PASSf18c34,Gabon,Monaco,Visa Required
PASS27906d,Gabon,Mongolia,Visa Required
PASS2ddc56,Gabon,Montenegro,Visa Required
PASS370aca,Gabon,Montserrat,Visa Required
PASSdf6442,Gabon,Morocco,Visa Free
PASSbb138a,Gabon,Mozambique,Visa Free
PASS1d02f7,Gabon,Myanmar,Visa Required
PASS57a793,Gabon,Namibia,Visa Free
PASS66f80d,Gabon,Nauru,Visa Required
PASS5dfd07,Gabon,Nepal,Visa Free
PASS7a1be2,Gabon,Netherlands,Visa Required
PASS7b7963,Gabon,New Caledonia,Visa Required
PASS57e51a,Gabon,New Zealand,Visa Required
PASS8d658a,Gabon,Nicaragua,Visa Free
PASS506983,Gabon,Niger,Visa Required
PASSe04ee1,Gabon,Nigeria,Visa Free
PASSce0388,Gabon,Niue,Visa Free
PASSf0af14,Gabon,North Korea,Visa Required
PASS299ab1,Gabon,North Macedonia,Visa Required
PASS316f71,Gabon,Northern Mariana Islands,Visa Required
PASS316b1c,Gabon,Norway,Visa Required
PASS16dbfd,Gabon,Oman,Visa Required
PASS4abf0e,Gabon,Pakistan,Visa Required
PASS801355,Gabon,Palau Islands,Visa Free
PASS3587c5,Gabon,Palestinian Territory,Visa Required
PASSa52b46,Gabon,Panama,Visa Free
PASSfd8725,Gabon,Papua New Guinea,Visa Required
PASS858f7e,Gabon,Paraguay,Visa Required
PASS2d7b7d,Gabon,Peru,Visa Required
PASS875056,Gabon,Philippines,Visa Free
PASS7fe0b0,Gabon,Poland,Visa Required
PASS67d2dc,Gabon,Portugal,Visa Required
PASS024828,Gabon,Puerto Rico,Visa Required
PASS396697,Gabon,Qatar,Visa Required
PASScb3d55,Gabon,Reunion,Visa Required
PASS3cd42a,Gabon,Romania,Visa Required
PASS45dc16,Gabon,Russian Federation,Visa Required
PASSbbe471,Gabon,Rwanda,Visa Free
PASSfc8cb5,Gabon,Samoa,Visa Free
PASSfe2dbc,Gabon,San Marino,Visa Required
PASS4d9907,Gabon,Sao Tome and Principe,Visa Free
PASSb1dd97,Gabon,Saudi Arabia,Visa Required
PASSc218ef,Gabon,Senegal,Visa Free
PASSbb029b,Gabon,Serbia,Visa Required
PASS2c132d,Gabon,Seychelles,Visa Free
PASSc745e5,Gabon,Sierra Leone,Visa Required
PASS46eb06,Gabon,Singapore,Visa Free
PASSb4248b,Gabon,Slovakia,Visa Required
PASSe046b1,Gabon,Slovenia,Visa Required
PASS78034c,Gabon,Solomon Islands,Visa Required
PASS8a927e,Gabon,Somalia,Visa Free
PASSbf9e27,Gabon,South Africa,Visa Free
PASSf99c3e,Gabon,South Korea,Visa Required
PASS8dc9c8,Gabon,South Sudan,Visa Required
PASS9352aa,Gabon,Spain,Visa Required
PASS974373,Gabon,Sri Lanka,Visa Free
PASS27e4bc,Gabon,St. Helena,Visa Required
PASS8d2c9e,Gabon,St. Kitts and Nevis,Visa Required
PASSe8d37a,Gabon,St. Lucia,Visa Free
PASS23f49e,Gabon,St. Maarten,Visa Required
PASS0ce7a5,Gabon,St. Vincent and the Grenadines,Visa Free
PASS3772d9,Gabon,Sudan,Visa Required
PASS9db61d,Gabon,Suriname,Visa Free
PASS14385f,Gabon,Sweden,Visa Required
PASS4677b5,Gabon,Switzerland,Visa Required
PASSee66b2,Gabon,Syria,Visa Required
PASSdc14fc,Gabon,Taiwan (Chinese Taipei),Visa Required
PASS9c3e3a,Gabon,Tajikistan,Visa Required
PASS6f3f9f,Gabon,Tanzania,Visa Free
PASSa500f7,Gabon,Thailand,Visa Required
PASSbf97fe,Gabon,The Gambia,Visa Free
PASSc27c39,Gabon,Timor-Leste,Visa Free
PASScf9676,Gabon,Togo,Visa Required
PASS09a1fc,Gabon,Tonga,Visa Required
PASSf08eae,Gabon,Trinidad and Tobago,Visa Required
PASS300579,Gabon,Tunisia,Visa Free
PASSd62a87,Gabon,Turkmenistan,Visa Required
PASS0a6f75,Gabon,Turks and Caicos Islands,Visa Required
PASS92ffdf,Gabon,Tuvalu,Visa Free
PASS2b08b9,Gabon,Türkiye,Visa Required
PASS799724,Gabon,US Virgin Islands,Visa Required
PASS6447bc,Gabon,Uganda,Visa Required
PASS231c7b,Gabon,Ukraine,Visa Required
PASSbaa6ae,Gabon,United Arab Emirates,Visa Required
PASS9bd13e,Gabon,United Kingdom,Visa Required
PASSc5dcf7,Gabon,United States,Visa Required
PASSa0d4e9,Gabon,Uruguay,Visa Required
PASSfb34b4,Gabon,Uzbekistan,Visa Required
PASS65c3cf,Gabon,Vanuatu,Visa Required
PASSba499c,Gabon,Vatican City,Visa Required
PASScfae69,Gabon,Venezuela,Visa Required
PASS535e7f,Gabon,Vietnam,Visa Required
PASS09f50e,Gabon,Yemen,Visa Required
PASSb9226b,Gabon,Zambia,Visa Required
PASS91f232,Gabon,Zimbabwe,Visa Required
PASSd21fa7,Gabon,eSwatini,Visa Required
PASS4eb4ce,Georgia,Afghanistan,Visa Required
PASSacc2b9,Georgia,Albania,Visa Free
PASS511e27,Georgia,Algeria,Visa Required
PASScb95b5,Georgia,American Samoa,Visa Required
PASSe4be46,Georgia,Andorra,Visa Free
PASS88673d,Georgia,Angola,Visa Required
PASS1636b3,Georgia,Anguilla,Visa Required
PASS9e107c,Georgia,Antigua and Barbuda,Visa Free
PASS3415e5,Georgia,Argentina,Visa Free
PASS7252f6,Georgia,Armenia,Visa Free
PASS19de31,Georgia,Aruba,Visa Required
PASS7129f7,Georgia,Australia,Visa Required
PASS31d7a5,Georgia,Austria,Visa Free
PASSdaa0e9,Georgia,Azerbaijan,Visa Free
PASS7a5c82,Georgia,Bahamas,Visa Free
PASSef3330,Georgia,Bahrain,Visa Free
PASS7ead4f,Georgia,Bangladesh,Visa Free
PASS2f1b34,Georgia,Barbados,Visa Free
PASS7eeb68,Georgia,Belarus,Visa Free
PASS7bd7fa,Georgia,Belgium,Visa Free
PASS667df5,Georgia,Belize,Visa Required
PASS8ece6b,Georgia,Benin,Visa Required
PASSec81f5,Georgia,Bermuda,Visa Required
PASS77b164,Georgia,Bhutan,Visa Required
PASS7d5f08,Georgia,Bolivia,Visa Free
PASS72b311,Georgia,Bonaire; St. Eustatius and Saba,Visa Required
PASSbd6f92,Georgia,Bosnia and Herzegovina,Visa Free
PASS64d3f8,Georgia,Botswana,Visa Required
PASS91092f,Georgia,Brazil,Visa Free
PASSff72de,Georgia,British Virgin Islands,Visa Required
PASS5692dd,Georgia,Brunei,Visa Required
PASS936d4c,Georgia,Bulgaria,Visa Free
PASS9e3481,Georgia,Burkina Faso,Visa Required
PASS23dfb0,Georgia,Burundi,Visa Free
PASSe4d2b5,Georgia,Cambodia,Visa Free
PASSb04372,Georgia,Cameroon,Visa Required
PASS0c76ae,Georgia,Canada,Visa Required
PASScc86e9,Georgia,Cape Verde Islands,Visa Free
PASS7e89bf,Georgia,Cayman Islands,Visa Required
PASS7ffa4a,Georgia,Central African Republic,Visa Required
PASS7868c0,Georgia,Chad,Visa Required
PASSee6129,Georgia,Chile,Visa Free
PASS45079f,Georgia,China,Visa Free
PASSc5e6d9,Georgia,Colombia,Visa Free
PASS9ce3fb,Georgia,Comoro Islands,Visa Free
PASS26f50e,Georgia,Congo (Dem. Rep.),Visa Required
PASSf55128,Georgia,Congo (Rep.),Visa Required
PASS2ac344,Georgia,Cook Islands,Visa Free
PASSb502b0,Georgia,Costa Rica,Visa Required
PASSfe797c,Georgia,Cote d'Ivoire,Visa Required
PASS5bc1c8,Georgia,Croatia,Visa Free
PASSe8fe85,Georgia,Cuba,Visa Required
PASS089e44,Georgia,Curacao,Visa Required
PASS711f2f,Georgia,Cyprus,Visa Free
PASSc3bc59,Georgia,Czechia,Visa Free
PASSb91d85,Georgia,Denmark,Visa Free
PASSfb258b,Georgia,Djibouti,Visa Free
PASS24b72e,Georgia,Dominica,Visa Free
PASS4bbb72,Georgia,Dominican Republic,Visa Required
PASS1ed889,Georgia,Ecuador,Visa Free
PASS2a71a1,Georgia,Egypt,Visa Free
PASSed77cc,Georgia,El Salvador,Visa Required
PASS9814a6,Georgia,Equatorial Guinea,Visa Required
PASS3788ca,Georgia,Eritrea,Visa Required
PASS9f2872,Georgia,Estonia,Visa Free
PASSab43c4,Georgia,Ethiopia,Visa Free
PASS2f619f,Georgia,Falkland Islands,Visa Required
PASS581c41,Georgia,Faroe Islands,Visa Free
PASS7bdfe7,Georgia,Fiji,Visa Free
PASS22b88c,Georgia,Finland,Visa Free
PASS0c603c,Georgia,France,Visa Free
PASSd7e57f,Georgia,French Guiana,Visa Required
PASSdde60f,Georgia,French Polynesia,Visa Required
PASSc6ddf4,Georgia,French West Indies,Visa Required
PASS3765eb,Georgia,Gabon,Visa Required
PASS2665d5,Georgia,Germany,Visa Free
PASSb3b3a0,Georgia,Ghana,Visa Required
PASS5a240a,Georgia,Gibraltar,Visa Required
PASS61d8d3,Georgia,Greece,Visa Free
PASS437641,Georgia,Greenland,Visa Free
PASS53cabe,Georgia,Grenada,Visa Free
PASSdb6ba5,Georgia,Guam,Visa Required
PASSc570a1,Georgia,Guatemala,Visa Required
PASSabf2f0,Georgia,Guinea,Visa Required
PASS8a6c82,Georgia,Guinea-Bissau,Visa Free
PASS583263,Georgia,Guyana,Visa Required
PASS6c935d,Georgia,Haiti,Visa Free
PASScc2f81,Georgia,Honduras,Visa Required
PASSe18110,Georgia,Hong Kong (SAR China),Visa Free
PASSa0eefa,Georgia,Hungary,Visa Free
PASSe41c1c,Georgia,Iceland,Visa Free
PASS16d306,Georgia,India,Visa Required
PASS703113,Georgia,Indonesia,Visa Required
PASSe7c9e4,Georgia,Iran,Visa Free
PASS0c5f07,Georgia,Iraq,Visa Required
PASSd3852e,Georgia,Ireland,Visa Required
PASSa8c0ff,Georgia,Israel,Visa Free
PASS6c0699,Georgia,Italy,Visa Free
PASS0c618e,Georgia,Jamaica,Visa Free
PASS984e14,Georgia,Japan,Visa Required
PASSd47ac4,Georgia,Jordan,Visa Free
PASS9a0fb9,Georgia,Kazakhstan,Visa Free
PASSdd7477,Georgia,Kenya,Visa Free
PASS5fc94c,Georgia,Kiribati,Visa Required
PASS4bc101,Georgia,Kosovo,Visa Required
PASSe7dced,Georgia,Kuwait,Visa Free
PASS6cfde8,Georgia,Kyrgyzstan,Visa Free
PASS3a9fda,Georgia,Laos,Visa Free
PASS413f62,Georgia,Latvia,Visa Free
PASS5331d8,Georgia,Lebanon,Visa Free
PASS7801de,Georgia,Lesotho,Visa Required
PASS1ea55f,Georgia,Liberia,Visa Required
PASS19b031,Georgia,Libya,Visa Required
PASS930220,Georgia,Liechtenstein,Visa Free
PASSe16c69,Georgia,Lithuania,Visa Free
PASS877104,Georgia,Luxembourg,Visa Free
PASSaa5bc6,Georgia,Macao (SAR China),Visa Free
PASS1ce630,Georgia,Madagascar,Visa Free
PASS9abd00,Georgia,Malawi,Visa Free
PASScaa3d4,Georgia,Malaysia,Visa Free
PASS5152c8,Georgia,Maldives,Visa Free
PASS6e58d2,Georgia,Mali,Visa Required
PASS2697a3,Georgia,Malta,Visa Free
PASS2b01bd,Georgia,Marshall Islands,Visa Free
PASS5493f6,Georgia,Mauritania,Visa Required
PASS6afc05,Georgia,Mauritius,Visa Free
PASSd0e19a,Georgia,Mayotte,Visa Required
PASScfafd8,Georgia,Mexico,Visa Required
PASSb9aac5,Georgia,Micronesia,Visa Free
PASS80f779,Georgia,Moldova,Visa Free
PASS08aa63,Georgia,Monaco,Visa Free
PASS8a38be,Georgia,Mongolia,Visa Required
PASS3cc5ce,Georgia,Montenegro,Visa Free
PASSdddc98,Georgia,Montserrat,Visa Required
PASSff6b99,Georgia,Morocco,Visa Required
PASS6468cd,Georgia,Mozambique,Visa Free
PASS7e142e,Georgia,Myanmar,Visa Required
PASSd04ffe,Georgia,Namibia,Visa Required
PASS1c1ca4,Georgia,Nauru,Visa Required
PASS043543,Georgia,Nepal,Visa Free
PASS179626,Georgia,Netherlands,Visa Free
PASS485e2e,Georgia,New Caledonia,Visa Free
PASS170e66,Georgia,New Zealand,Visa Required
PASS925fab,Georgia,Nicaragua,Visa Free
PASSadfbb6,Georgia,Niger,Visa Required
PASSa1d49f,Georgia,Nigeria,Visa Required
PASSd9d0f9,Georgia,Niue,Visa Free
PASS513d6b,Georgia,North Korea,Visa Required
PASS393bfc,Georgia,North Macedonia,Visa Free
PASS9809d2,Georgia,Northern Mariana Islands,Visa Required
PASS5ecc2e,Georgia,Norway,Visa Free
PASSf4c8cf,Georgia,Oman,Visa Free
PASS5bdd63,Georgia,Pakistan,Visa Required
PASS5406af,Georgia,Palau Islands,Visa Free
PASSa7d456,Georgia,Palestinian Territory,Visa Free
PASS26cd5e,Georgia,Panama,Visa Required
PASSf2c7e8,Georgia,Papua New Guinea,Visa Required
PASS71dd34,Georgia,Paraguay,Visa Free
PASS3eda8c,Georgia,Peru,Visa Required
PASS7b34de,Georgia,Philippines,Visa Required
PASS65c73c,Georgia,Poland,Visa Free
PASSfa76d3,Georgia,Portugal,Visa Free
PASS4268d2,Georgia,Puerto Rico,Visa Required
PASS76b911,Georgia,Qatar,Visa Free
PASS6e24d8,Georgia,Reunion,Visa Required
PASS3964a6,Georgia,Romania,Visa Free
PASSa4f3f0,Georgia,Russian Federation,Visa Free
PASS7eb557,Georgia,Rwanda,Visa Free
PASS7ec90c,Georgia,Samoa,Visa Free
PASS3eb929,Georgia,San Marino,Visa Free
PASS03a0ba,Georgia,Sao Tome and Principe,Visa Required
PASS435995,Georgia,Saudi Arabia,Visa Free
PASSbae8fb,Georgia,Senegal,Visa Required
PASS9d89a0,Georgia,Serbia,Visa Free
PASS8615a9,Georgia,Seychelles,Visa Free
PASS447bad,Georgia,Sierra Leone,Visa Required
PASS9ae4ec,Georgia,Singapore,Visa Required
PASSa94bf7,Georgia,Slovakia,Visa Free
PASS6a64d8,Georgia,Slovenia,Visa Free
PASSfdbfea,Georgia,Solomon Islands,Visa Required
PASS874b0e,Georgia,Somalia,Visa Free
PASS993814,Georgia,South Africa,Visa Required
PASS82bd9c,Georgia,South Korea,Visa Required
PASS4969b2,Georgia,South Sudan,Visa Required
PASSd1194d,Georgia,Spain,Visa Free
PASS5d5550,Georgia,Sri Lanka,Visa Free
PASS333d34,Georgia,St. Helena,Visa Required
PASS23041c,Georgia,St. Kitts and Nevis,Visa Free
PASS637747,Georgia,St. Lucia,Visa Free
PASS1e23cd,Georgia,St. Maarten,Visa Required
PASSe9bd1f,Georgia,St. Vincent and the Grenadines,Visa Free
PASSa8362d,Georgia,Sudan,Visa Required
PASSe7c3e0,Georgia,Suriname,Visa Free
PASSc79b88,Georgia,Sweden,Visa Free
PASS32a107,Georgia,Switzerland,Visa Free
PASS2156d0,Georgia,Syria,Visa Free
PASSfcde74,Georgia,Taiwan (Chinese Taipei),Visa Required
PASS4bd674,Georgia,Tajikistan,Visa Free
PASSd6c8b3,Georgia,Tanzania,Visa Required
PASSc8cdb2,Georgia,Thailand,Visa Free
PASS6eed45,Georgia,The Gambia,Visa Required
PASS7d9f0a,Georgia,Timor-Leste,Visa Free
PASSa49739,Georgia,Togo,Visa Required
PASS05921d,Georgia,Tonga,Visa Required
PASSe27fb5,Georgia,Trinidad and Tobago,Visa Required
PASS99575f,Georgia,Tunisia,Visa Required
PASSb56e79,Georgia,Turkmenistan,Visa Required
PASS640e2a,Georgia,Turks and Caicos Islands,Visa Required
PASSd0f76d,Georgia,Tuvalu,Visa Free
PASSd9f9bd,Georgia,Türkiye,Visa Free
PASSfcf597,Georgia,US Virgin Islands,Visa Required
PASSa44ca8,Georgia,Uganda,Visa Required
PASSbacab3,Georgia,Ukraine,Visa Free
PASS69a9a5,Georgia,United Arab Emirates,Visa Free
PASSa7d71f,Georgia,United Kingdom,Visa Required
PASS7d4c77,Georgia,United States,Visa Required
PASSe93c98,Georgia,Uruguay,Visa Free
PASS2744f8,Georgia,Uzbekistan,Visa Free
PASSa2558e,Georgia,Vanuatu,Visa Required
PASS9ec8e2,Georgia,Vatican City,Visa Free
PASS9f9b14,Georgia,Venezuela,Visa Required
PASS95caef,Georgia,Vietnam,Visa Required
PASS2caca8,Georgia,Yemen,Visa Required
PASS384ea1,Georgia,Zambia,Visa Free
PASSca7bd5,Georgia,Zimbabwe,Visa Free
PASS018f98,Georgia,eSwatini,Visa Required
PASS7e0cd6,Germany,Afghanistan,Visa Required
PASSc08c86,Germany,Albania,Visa Free
PASS91c547,Germany,Algeria,Visa Required
PASS2fc28f,Germany,American Samoa,Visa Free
PASS68b80f,Germany,Andorra,Visa Free
PASS66b442,Germany,Angola,Visa Free
PASSb5ea32,Germany,Anguilla,Visa Free
PASSa7d0eb,Germany,Antigua and Barbuda,Visa Free
PASSd1d1c6,Germany,Argentina,Visa Free
PASS000d60,Germany,Armenia,Visa Free
PASS8f958e,Germany,Aruba,Visa Free
PASS40185c,Germany,Australia,Visa Free
PASS726791,Germany,Austria,Visa Free
PASS0cc91d,Germany,Azerbaijan,Visa Required
PASS44e350,Germany,Bahamas,Visa Free
PASS3a6079,Germany,Bahrain,Visa Free
PASS11150d,Germany,Bangladesh,Visa Free
PASS0e47f9,Germany,Barbados,Visa Free
PASSba5851,Germany,Belarus,Visa Free
PASS07298a,Germany,Belgium,Visa Free
PASSb140cd,Germany,Belize,Visa Free
PASS7283bc,Germany,Benin,Visa Required
PASS9a0e28,Germany,Bermuda,Visa Free
PASS7baa0f,Germany,Bhutan,Visa Required
PASS3d67db,Germany,Bolivia,Visa Free
PASS47f8a8,Germany,Bonaire; St. Eustatius and Saba,Visa Free
PASS720a60,Germany,Bosnia and Herzegovina,Visa Free
PASS427c45,Germany,Botswana,Visa Free
PASS140ff7,Germany,Brazil,Visa Free
PASS9c9f96,Germany,British Virgin Islands,Visa Free
PASS3591fd,Germany,Brunei,Visa Free
PASS58de17,Germany,Bulgaria,Visa Free
PASS0557d4,Germany,Burkina Faso,Visa Required
PASS4b4ce3,Germany,Burundi,Visa Free
PASSa0ec1b,Germany,Cambodia,Visa Free
PASSfdaacf,Germany,Cameroon,Visa Required
PASS35b132,Germany,Canada,Visa Free
PASS6e9d4b,Germany,Cape Verde Islands,Visa Free
PASS978fff,Germany,Cayman Islands,Visa Free
PASSfed841,Germany,Central African Republic,Visa Required
PASS45ce8d,Germany,Chad,Visa Required
PASSfaabc6,Germany,Chile,Visa Free
PASS28bf78,Germany,China,Visa Free
PASS3cc34b,Germany,Colombia,Visa Free
PASS740b32,Germany,Comoro Islands,Visa Free
PASScc4b32,Germany,Congo (Dem. Rep.),Visa Required
PASSa7729d,Germany,Congo (Rep.),Visa Required
PASS5144d4,Germany,Cook Islands,Visa Free
PASSf9681d,Germany,Costa Rica,Visa Free
PASS657aff,Germany,Cote d'Ivoire,Visa Required
PASS57e983,Germany,Croatia,Visa Free
PASS0a875f,Germany,Cuba,Visa Required
PASS33409c,Germany,Curacao,Visa Free
PASS57be70,Germany,Cyprus,Visa Free
PASS26bdc8,Germany,Czechia,Visa Free
PASSe3cc8b,Germany,Denmark,Visa Free
PASSf5482e,Germany,Djibouti,Visa Free
PASS166d46,Germany,Dominica,Visa Free
PASSffc3a7,Germany,Dominican Republic,Visa Free
PASSe8e622,Germany,Ecuador,Visa Free
PASS3c08a6,Germany,Egypt,Visa Free
PASSa70d07,Germany,El Salvador,Visa Free
PASS576822,Germany,Equatorial Guinea,Visa Required
PASSc750c9,Germany,Eritrea,Visa Required
PASS3401b8,Germany,Estonia,Visa Free
PASS3a41d0,Germany,Ethiopia,Visa Free
PASS3dbbe7,Germany,Falkland Islands,Visa Free
PASSb1f2e6,Germany,Faroe Islands,Visa Free
PASSf9a238,Germany,Fiji,Visa Free
PASS51812e,Germany,Finland,Visa Free
PASS5c3dad,Germany,France,Visa Free
PASS37f310,Germany,French Guiana,Visa Free
PASSc5384e,Germany,French Polynesia,Visa Free
PASS7936c1,Germany,French West Indies,Visa Free
PASS388266,Germany,Gabon,Visa Required
PASS0de9ce,Germany,Georgia,Visa Free
PASS7048de,Germany,Ghana,Visa Required
PASS5d7938,Germany,Gibraltar,Visa Free
PASS40cb62,Germany,Greece,Visa Free
PASSe859ec,Germany,Greenland,Visa Free
PASSb5f94d,Germany,Grenada,Visa Free
PASS6994f4,Germany,Guam,Visa Free
PASSbaaaf3,Germany,Guatemala,Visa Free
PASS64f343,Germany,Guinea,Visa Required
PASS877b46,Germany,Guinea-Bissau,Visa Free
PASS74bbc7,Germany,Guyana,Visa Free
PASS2e9053,Germany,Haiti,Visa Free
PASS5dbee3,Germany,Honduras,Visa Free
PASSd69543,Germany,Hong Kong (SAR China),Visa Free
PASS27646f,Germany,Hungary,Visa Free
PASSacb323,Germany,Iceland,Visa Free
PASS31887a,Germany,India,Visa Required
PASSdf9ec8,Germany,Indonesia,Visa Free
PASS1bf12e,Germany,Iran,Visa Free
PASS762358,Germany,Iraq,Visa Free
PASSca8521,Germany,Ireland,Visa Free
PASSb8240d,Germany,Israel,Visa Free
PASSdbcd63,Germany,Italy,Visa Free
PASS4d9e6c,Germany,Jamaica,Visa Free
PASSb83dcc,Germany,Japan,Visa Free
PASS61bc6a,Germany,Jordan,Visa Free
PASS8c2f1e,Germany,Kazakhstan,Visa Free
PASS2a7f40,Germany,Kenya,Visa Free
PASSc4194f,Germany,Kiribati,Visa Free
PASS201e85,Germany,Kosovo,Visa Free
PASS576d0d,Germany,Kuwait,Visa Free
PASS1a1cbc,Germany,Kyrgyzstan,Visa Free
PASS689127,Germany,Laos,Visa Free
PASS5b08fa,Germany,Latvia,Visa Free
PASSb15ea2,Germany,Lebanon,Visa Free
PASSbfae51,Germany,Lesotho,Visa Free
PASSd92965,Germany,Liberia,Visa Required
PASS1755cc,Germany,Libya,Visa Required
PASSf7ee2a,Germany,Liechtenstein,Visa Free
PASS92bc3e,Germany,Lithuania,Visa Free
PASSd69dc9,Germany,Luxembourg,Visa Free
PASS7cd10e,Germany,Macao (SAR China),Visa Free
PASS973f40,Germany,Madagascar,Visa Free
PASS8009d6,Germany,Malawi,Visa Free
PASS3a9837,Germany,Malaysia,Visa Free
PASSe9276d,Germany,Maldives,Visa Free
PASS77f9c2,Germany,Mali,Visa Required
PASScc8d16,Germany,Malta,Visa Free
PASS3c5b47,Germany,Marshall Islands,Visa Free
PASS8630c2,Germany,Mauritania,Visa Required
PASS4339ae,Germany,Mauritius,Visa Free
PASSfdcc3b,Germany,Mayotte,Visa Free
PASS874f94,Germany,Mexico,Visa Free
PASS4c91e7,Germany,Micronesia,Visa Free
PASS77fd2f,Germany,Moldova,Visa Free
PASS6e829b,Germany,Monaco,Visa Free
PASS114aab,Germany,Mongolia,Visa Free
PASSb1684a,Germany,Montenegro,Visa Free
PASSb72c66,Germany,Montserrat,Visa Free
PASS85a8cf,Germany,Morocco,Visa Free
PASSa4cd7d,Germany,Mozambique,Visa Free
PASS5d40f5,Germany,Myanmar,Visa Free
PASS8d0374,Germany,Namibia,Visa Free
PASS08d82b,Germany,Nauru,Visa Required
PASSc96739,Germany,Nepal,Visa Free
PASS542430,Germany,Netherlands,Visa Free
PASS39488f,Germany,New Caledonia,Visa Free
PASS99f56d,Germany,New Zealand,Visa Free
PASS8abbf6,Germany,Nicaragua,Visa Free
PASS389562,Germany,Niger,Visa Required
PASSc5109a,Germany,Nigeria,Visa Required
PASS2223f3,Germany,Niue,Visa Free
PASSa109c3,Germany,North Korea,Visa Required
PASSfeff3b,Germany,North Macedonia,Visa Free
PASS310705,Germany,Northern Mariana Islands,Visa Free
PASS9d6069,Germany,Norway,Visa Free
PASS939fbd,Germany,Oman,Visa Free
PASS650677,Germany,Pakistan,Visa Required
PASS1c8763,Germany,Palau Islands,Visa Free
PASSd0c977,Germany,Palestinian Territory,Visa Free
PASS8bca2c,Germany,Panama,Visa Free
PASSe2dedc,Germany,Papua New Guinea,Visa Required
PASS63fbc8,Germany,Paraguay,Visa Free
