passport_id,Origin,Destination,Requirement
PASS1735f7,Austria,Belgium,Visa Free
PASS44e246,Austria,Belize,Visa Free
PASSb0d544,Austria,Benin,Visa Required
PASSc1e0a0,Austria,Bermuda,Visa Free
PASS994d36,Austria,Bhutan,Visa Required
PASSb575df,Austria,Bolivia,Visa Free
PASS0948d7,Austria,Bonaire; St. Eustatius and Saba,Visa Free
PASS3f6d46,Austria,Bosnia and Herzegovina,Visa Free
PASS76b69d,Austria,Botswana,Visa Free
PASS56ba67,Austria,Brazil,Visa Free
PASS829e24,Austria,British Virgin Islands,Visa Free
PASS8108e2,Austria,Brunei,Visa Free
PASS3262f0,Austria,Bulgaria,Visa Free
PASSb88ec1,Austria,Burkina Faso,Visa Required
PASS077b60,Austria,Burundi,Visa Free
PASS14d2c0,Austria,Cambodia,Visa Free
PASS35ae4a,Austria,Cameroon,Visa Required
PASSbb12cb,Austria,Canada,Visa Free
PASS2570e6,Austria,Cape Verde Islands,Visa Free
PASS45aae4,Austria,Cayman Islands,Visa Free
PASSe8633b,Austria,Central African Republic,Visa Required
PASSe2a0c1,Austria,Chad,Visa Required
PASS5d5cde,Austria,Chile,Visa Free
PASS46daf9,Austria,China,Visa Free
PASS5b0817,Austria,Colombia,Visa Free
PASS0498a0,Austria,Comoro Islands,Visa Free
PASSec78ae,Austria,Congo (Dem. Rep.),Visa Required
PASS07a74f,Austria,Congo (Rep.),Visa Required
PASS30b429,Austria,Cook Islands,Visa Free
PASSc8fcdb,Austria,Costa Rica,Visa Free
PASS673f39,Austria,Cote d'Ivoire,Visa Required
PASSaf32ea,Austria,Croatia,Visa Free
PASS718019,Austria,Cuba,Visa Required
PASS30b643,Austria,Curacao,Visa Free
PASS4222da,Austria,Cyprus,Visa Free
PASS911b4a,Austria,Czechia,Visa Free
PASS419316,Austria,Denmark,Visa Free
PASSddcf64,Austria,Djibouti,Visa Free
PASSb31f1b,Austria,Dominica,Visa Free
PASSc350d0,Austria,Dominican Republic,Visa Free
PASS07f2eb,Austria,Ecuador,Visa Free
PASS4d5ddc,Austria,Egypt,Visa Free
PASS052568,Austria,El Salvador,Visa Free
PASSd86c7f,Austria,Equatorial Guinea,Visa Required
PASS6dfd22,Austria,Eritrea,Visa Required
PASSaec592,Austria,Estonia,Visa Free
PASS91675a,Austria,Ethiopia,Visa Free
PASS13483b,Austria,Falkland Islands,Visa Free
PASS9865de,Austria,Faroe Islands,Visa Free
PASSce5403,Austria,Fiji,Visa Free
PASS07bb9e,Austria,Finland,Visa Free
PASS519e8c,Austria,France,Visa Free
PASSe602d4,Austria,French Guiana,Visa Free
PASScb9633,Austria,French Polynesia,Visa Free
PASS1d4532,Austria,French West Indies,Visa Free
PASS33d6a3,Austria,Gabon,Visa Required
PASS3040eb,Austria,Georgia,Visa Free
PASS403f3f,Austria,Germany,Visa Free
PASS0466ae,Austria,Ghana,Visa Required
PASS6780d2,Austria,Gibraltar,Visa Free
PASSde1dfa,Austria,Greece,Visa Free
PASSdc3c57,Austria,Greenland,Visa Free
PASS7edec1,Austria,Grenada,Visa Free
PASS152f77,Austria,Guam,Visa Free
PASSe4d747,Austria,Guatemala,Visa Free
PASS8aebba,Austria,Guinea,Visa Required
PASSe3d6b8,Austria,Guinea-Bissau,Visa Free
PASSbfec94,Austria,Guyana,Visa Free
PASScae8a7,Austria,Haiti,Visa Free
PASS565b78,Austria,Honduras,Visa Free
PASSb918bf,Austria,Hong Kong (SAR China),Visa Free
PASS1d85d4,Austria,Hungary,Visa Free
PASS12e8c4,Austria,Iceland,Visa Free
PASSfd270d,Austria,India,Visa Required
PASS0478bf,Austria,Indonesia,Visa Free
PASSc5204f,Austria,Iran,Visa Free
PASS8b0534,Austria,Iraq,Visa Free
PASSa1b40f,Austria,Ireland,Visa Free
PASS9c4893,Austria,Israel,Visa Free
PASS084141,Austria,Italy,Visa Free
PASSc14684,Austria,Jamaica,Visa Free
PASS32c333,Austria,Japan,Visa Free
PASSce93d8,Austria,Jordan,Visa Free
PASS2b8f0c,Austria,Kazakhstan,Visa Free
PASS194bea,Austria,Kenya,Visa Free
PASS988014,Austria,Kiribati,Visa Free
PASS4fde9a,Austria,Kosovo,Visa Free
PASS10f027,Austria,Kuwait,Visa Free
PASSc91c1c,Austria,Kyrgyzstan,Visa Free
PASSb18135,Austria,Laos,Visa Free
PASSab7c90,Austria,Latvia,Visa Free
PASScb8ff6,Austria,Lebanon,Visa Free
PASS4b08bc,Austria,Lesotho,Visa Free
PASSc03aa4,Austria,Liberia,Visa Required
PASS10c0b7,Austria,Libya,Visa Required
PASSbf865a,Austria,Liechtenstein,Visa Free
PASS526df9,Austria,Lithuania,Visa Free
PASS6ad932,Austria,Luxembourg,Visa Free
PASS973bea,Austria,Macao (SAR China),Visa Free
PASS795ff8,Austria,Madagascar,Visa Free
PASSfddab9,Austria,Malawi,Visa Free
PASSdc73ae,Austria,Malaysia,Visa Free
PASS7b3473,Austria,Maldives,Visa Free
PASS6f0075,Austria,Mali,Visa Required
PASSbcf5e5,Austria,Malta,Visa Free
PASS3b430e,Austria,Marshall Islands,Visa Free
PASSae162b,Austria,Mauritania,Visa Required
PASS9b4bad,Austria,Mauritius,Visa Free
PASS1d361e,Austria,Mayotte,Visa Free
PASSd9697e,Austria,Mexico,Visa Free
PASS08e3fe,Austria,Micronesia,Visa Free
PASSf985df,Austria,Moldova,Visa Free
PASS6fae72,Austria,Monaco,Visa Free
PASSdbe753,Austria,Mongolia,Visa Free
PASSdab949,Austria,Montenegro,Visa Free
PASS8c0041,Austria,Montserrat,Visa Free
PASSdb9ffe,Austria,Morocco,Visa Free
PASSd7c797,Austria,Mozambique,Visa Free
PASS5c7d23,Austria,Myanmar,Visa Free
PASScd6f28,Austria,Namibia,Visa Free
PASS9d3b9f,Austria,Nauru,Visa Required
PASSfb2a37,Austria,Nepal,Visa Free
PASS4166a9,Austria,Netherlands,Visa Free
PASS5fe400,Austria,New Caledonia,Visa Free
PASS4bc32c,Austria,New Zealand,Visa Free
PASS8db669,Austria,Nicaragua,Visa Free
PASS1289bd,Austria,Niger,Visa Required
PASS8f9482,Austria,Nigeria,Visa Required
PASS68155c,Austria,Niue,Visa Free
PASSfc2d27,Austria,North Korea,Visa Required
PASS597c7e,Austria,North Macedonia,Visa Free
PASS033957,Austria,Northern Mariana Islands,Visa Free
PASS3e6765,Austria,Norway,Visa Free
PASS7ee254,Austria,Oman,Visa Free
PASS299d83,Austria,Pakistan,Visa Required
PASSf8568f,Austria,Palau Islands,Visa Free
PASS866b54,Austria,Palestinian Territory,Visa Free
PASS03dbb3,Austria,Panama,Visa Free
PASSf2b61f,Austria,Papua New Guinea,Visa Required
PASSe2761b,Austria,Paraguay,Visa Free
PASSa53bf9,Austria,Peru,Visa Free
PASScb4440,Austria,Philippines,Visa Free
PASS0ffcba,Austria,Poland,Visa Free
PASS448028,Austria,Portugal,Visa Free
PASSda0850,Austria,Puerto Rico,Visa Free
PASSdef21b,Austria,Qatar,Visa Free
PASSf0a7ab,Austria,Reunion,Visa Free
PASSe6d9a1,Austria,Romania,Visa Free
PASS6c4a6d,Austria,Russian Federation,Visa Required
PASScb6bfd,Austria,Rwanda,Visa Free
PASSaa9484,Austria,Samoa,Visa Free
PASS5bd43b,Austria,San Marino,Visa Free
PASSe32406,Austria,Sao Tome and Principe,Visa Free
PASS0fbe19,Austria,Saudi Arabia,Visa Free
PASSa6c34a,Austria,Senegal,Visa Free
PASS2e1e84,Austria,Serbia,Visa Free
PASSca276d,Austria,Seychelles,Visa Free
PASS879b56,Austria,Sierra Leone,Visa Free
PASSb3d90b,Austria,Singapore,Visa Free
PASSb73e7f,Austria,Slovakia,Visa Free
PASS830270,Austria,Slovenia,Visa Free
PASS09bd2b,Austria,Solomon Islands,Visa Free
PASS70248f,Austria,Somalia,Visa Free
PASS48a953,Austria,South Africa,Visa Free
PASSd9dc00,Austria,South Korea,Visa Free
PASSfecf4b,Austria,South Sudan,Visa Required
PASSe72752,Austria,Spain,Visa Free
PASS83e246,Austria,Sri Lanka,Visa Free
PASSa39495,Austria,St. Helena,Visa Free
PASS704d44,Austria,St. Kitts and Nevis,Visa Free
PASS608372,Austria,St. Lucia,Visa Free
PASScf780d,Austria,St. Maarten,Visa Free
PASS8305f1,Austria,St. Vincent and the Grenadines,Visa Free
PASS6dcb7e,Austria,Sudan,Visa Required
PASS1358db,Austria,Suriname,Visa Free
PASS761863,Austria,Sweden,Visa Free
PASS57b500,Austria,Switzerland,Visa Free
PASS691991,Austria,Syria,Visa Required
PASSef73a3,Austria,Taiwan (Chinese Taipei),Visa Free
PASS38f54f,Austria,Tajikistan,Visa Free
PASS8a42ba,Austria,Tanzania,Visa Free
PASS57c747,Austria,Thailand,Visa Free
PASSffaf0e,Austria,The Gambia,Visa Free
PASScdfb2c,Austria,Timor-Leste,Visa Free
PASS8d9ae9,Austria,Togo,Visa Required
PASS62c6ea,Austria,Tonga,Visa Free
PASS29b6a0,Austria,Trinidad and Tobago,Visa Free
PASSe0fb96,Austria,Tunisia,Visa Free
PASS6c2a12,Austria,Turkmenistan,Visa Required
PASS18686a,Austria,Turks and Caicos Islands,Visa Free
PASSf3f331,Austria,Tuvalu,Visa Free
PASSaa9873,Austria,Türkiye,Visa Free
PASS46b66e,Austria,US Virgin Islands,Visa Free
PASSb0c4d3,Austria,Uganda,Visa Required
PASSd1caf6,Austria,Ukraine,Visa Free
PASSa7938b,Austria,United Arab Emirates,Visa Free
PASSa59508,Austria,United Kingdom,Visa Free
PASSd3ffa4,Austria,United States,Visa Free
PASSadaa0d,Austria,Uruguay,Visa Free
PASS01bf1a,Austria,Uzbekistan,Visa Free
PASS85cd30,Austria,Vanuatu,Visa Free
PASSefd971,Austria,Vatican City,Visa Free
PASSbd60c2,Austria,Venezuela,Visa Free
PASS2f2db5,Austria,Vietnam,Visa Required
PASS507992,Austria,Yemen,Visa Required
PASSec896b,Austria,Zambia,Visa Free
PASS64563a,Austria,Zimbabwe,Visa Free
PASSb00ced,Austria,eSwatini,Visa Free
PASS76882b,Azerbaijan,Afghanistan,Visa Required
PASSe6c7a4,Azerbaijan,Albania,Visa Free
PASS4ef412,Azerbaijan,Algeria,Visa Required
PASSfbc0df,Azerbaijan,American Samoa,Visa Required
PASS7e8565,Azerbaijan,Andorra,Visa Required
PASS628f6e,Azerbaijan,Angola,Visa Required
PASS2b9219,Azerbaijan,Anguilla,Visa Required
PASS3aae19,Azerbaijan,Antigua and Barbuda,Visa Free
PASSbc8f27,Azerbaijan,Argentina,Visa Required
PASSd1ac0c,Azerbaijan,Armenia,Visa Free
PASS5c3a6a,Azerbaijan,Aruba,Visa Required
PASS1db23c,Azerbaijan,Australia,Visa Required
PASSbf7e2a,Azerbaijan,Austria,Visa Required
PASS811977,Azerbaijan,Bahamas,Visa Free
PASS45163e,Azerbaijan,Bahrain,Visa Required
PASS53c925,Azerbaijan,Bangladesh,Visa Free
PASSa9af9c,Azerbaijan,Barbados,Visa Free
PASS634eda,Azerbaijan,Belarus,Visa Free
PASSd0a3e8,Azerbaijan,Belgium,Visa Required
PASS90bb4f,Azerbaijan,Belize,Visa Required
PASS22ce8f,Azerbaijan,Benin,Visa Required
PASSa47391,Azerbaijan,Bermuda,Visa Required
PASS177e8b,Azerbaijan,Bhutan,Visa Required
PASS45f063,Azerbaijan,Bolivia,Visa Free
PASSfb77c1,Azerbaijan,Bonaire; St. Eustatius and Saba,Visa Required
PASS3b858c,Azerbaijan,Bosnia and Herzegovina,Visa Free
PASS819ecc,Azerbaijan,Botswana,Visa Required
PASS598ccd,Azerbaijan,Brazil,Visa Required
PASSb2039c,Azerbaijan,British Virgin Islands,Visa Required
PASS79cc69,Azerbaijan,Brunei,Visa Required
PASS2b8e0b,Azerbaijan,Bulgaria,Visa Required
PASS0a998e,Azerbaijan,Burkina Faso,Visa Required
PASS861742,Azerbaijan,Burundi,Visa Free
PASSd4795b,Azerbaijan,Cambodia,Visa Free
PASS16285f,Azerbaijan,Cameroon,Visa Required
PASS4693e6,Azerbaijan,Canada,Visa Required
PASSd915f8,Azerbaijan,Cape Verde Islands,Visa Free
PASSd1d993,Azerbaijan,Cayman Islands,Visa Required
PASS8c06a2,Azerbaijan,Central African Republic,Visa Required
PASS391b0e,Azerbaijan,Chad,Visa Required
PASS2b802e,Azerbaijan,Chile,Visa Required
PASS508a18,Azerbaijan,China,Visa Required
PASSae13c1,Azerbaijan,Colombia,Visa Free
PASSd27515,Azerbaijan,Comoro Islands,Visa Free
PASS3d554a,Azerbaijan,Congo (Dem. Rep.),Visa Required
PASS134046,Azerbaijan,Congo (Rep.),Visa Required
PASS9e7a43,Azerbaijan,Cook Islands,Visa Free
PASSf77ce8,Azerbaijan,Costa Rica,Visa Required
PASS5950dd,Azerbaijan,Cote d'Ivoire,Visa Required
PASSb07fc9,Azerbaijan,Croatia,Visa Required
PASS4d1279,Azerbaijan,Cuba,Visa Required
PASSccfc32,Azerbaijan,Curacao,Visa Required
PASS337ca5,Azerbaijan,Cyprus,Visa Required
PASS030d8a,Azerbaijan,Czechia,Visa Required
PASSc11c81,Azerbaijan,Denmark,Visa Required
PASS4bb97c,Azerbaijan,Djibouti,Visa Free
PASS7b4935,Azerbaijan,Dominica,Visa Free
PASS58ac7f,Azerbaijan,Dominican Republic,Visa Required
PASS44f892,Azerbaijan,Ecuador,Visa Free
PASSe6981d,Azerbaijan,Egypt,Visa Required
PASSb7b59b,Azerbaijan,El Salvador,Visa Required
PASS7ddf1c,Azerbaijan,Equatorial Guinea,Visa Required
PASS4d070e,Azerbaijan,Eritrea,Visa Required
PASSe21deb,Azerbaijan,Estonia,Visa Required
PASSebbcd8,Azerbaijan,Ethiopia,Visa Required
PASS317cfb,Azerbaijan,Falkland Islands,Visa Required
PASS6af6f5,Azerbaijan,Faroe Islands,Visa Required
PASSd8bf4a,Azerbaijan,Fiji,Visa Required
PASSdd3f38,Azerbaijan,Finland,Visa Required
PASScc5893,Azerbaijan,France,Visa Required
PASS853e74,Azerbaijan,French Guiana,Visa Required
PASS8a8b70,Azerbaijan,French Polynesia,Visa Required
PASSa05abe,Azerbaijan,French West Indies,Visa Required
PASSa7cfbf,Azerbaijan,Gabon,Visa Required
PASScff780,Azerbaijan,Georgia,Visa Free
PASSa673ae,Azerbaijan,Germany,Visa Required
PASS81059e,Azerbaijan,Ghana,Visa Required
PASSda9c01,Azerbaijan,Gibraltar,Visa Required
PASS1f657c,Azerbaijan,Greece,Visa Required
PASS288152,Azerbaijan,Greenland,Visa Required
PASS879f20,Azerbaijan,Grenada,Visa Free
PASSe35b46,Azerbaijan,Guam,Visa Required
PASS195613,Azerbaijan,Guatemala,Visa Required
PASS0faf7f,Azerbaijan,Guinea,Visa Required
PASScfdf25,Azerbaijan,Guinea-Bissau,Visa Free
PASS1dc22d,Azerbaijan,Guyana,Visa Required
PASS1b9444,Azerbaijan,Haiti,Visa Free
PASS95a4dd,Azerbaijan,Honduras,Visa Required
PASS081aa1,Azerbaijan,Hong Kong (SAR China),Visa Required
PASS62a743,Azerbaijan,Hungary,Visa Required
PASS70f693,Azerbaijan,Iceland,Visa Required
PASS02ae4b,Azerbaijan,India,Visa Required
PASS0937c0,Azerbaijan,Indonesia,Visa Free
PASSec6cea,Azerbaijan,Iran,Visa Free
PASS2199a5,Azerbaijan,Iraq,Visa Required
PASS603437,Azerbaijan,Ireland,Visa Required
PASS8d53f1,Azerbaijan,Israel,Visa Required
PASS76783d,Azerbaijan,Italy,Visa Required
PASS89f3da,Azerbaijan,Jamaica,Visa Free
PASS91e5c6,Azerbaijan,Japan,Visa Required
PASSc88218,Azerbaijan,Jordan,Visa Free
PASSe38364,Azerbaijan,Kazakhstan,Visa Free
PASSdf77b7,Azerbaijan,Kenya,Visa Free
PASScd7488,Azerbaijan,Kiribati,Visa Required
PASS3cbe0c,Azerbaijan,Kosovo,Visa Required
PASSeb9a29,Azerbaijan,Kuwait,Visa Required
PASSd2a2f7,Azerbaijan,Kyrgyzstan,Visa Free
PASS3caa5c,Azerbaijan,Laos,Visa Free
PASSd5c57c,Azerbaijan,Latvia,Visa Required
PASSa04b4b,Azerbaijan,Lebanon,Visa Free
PASSc2676d,Azerbaijan,Lesotho,Visa Required
PASSb3546d,Azerbaijan,Liberia,Visa Required
PASS30f5f6,Azerbaijan,Libya,Visa Required
PASS9842d1,Azerbaijan,Liechtenstein,Visa Required
PASS811ae4,Azerbaijan,Lithuania,Visa Required
PASS099ff6,Azerbaijan,Luxembourg,Visa Required
PASS7ffce3,Azerbaijan,Macao (SAR China),Visa Free
PASS648328,Azerbaijan,Madagascar,Visa Free
PASS5da749,Azerbaijan,Malawi,Visa Free
PASS80ad22,Azerbaijan,Malaysia,Visa Free
PASSd2f1cc,Azerbaijan,Maldives,Visa Free
PASSfd3774,Azerbaijan,Mali,Visa Required
PASSc9fef2,Azerbaijan,Malta,Visa Required
PASS9fbf1b,Azerbaijan,Marshall Islands,Visa Free
PASS074d1f,Azerbaijan,Mauritania,Visa Required
PASS385ce8,Azerbaijan,Mauritius,Visa Free
PASS38fc49,Azerbaijan,Mayotte,Visa Required
PASSd908d3,Azerbaijan,Mexico,Visa Required
PASS18624c,Azerbaijan,Micronesia,Visa Free
PASSc11ed6,Azerbaijan,Moldova,Visa Free
PASS0d21d3,Azerbaijan,Monaco,Visa Required
PASS6d6b13,Azerbaijan,Mongolia,Visa Required
PASS49e71c,Azerbaijan,Montenegro,Visa Free
PASSb6742f,Azerbaijan,Montserrat,Visa Required
PASS2eae42,Azerbaijan,Morocco,Visa Free
PASS82d827,Azerbaijan,Mozambique,Visa Free
PASS60a034,Azerbaijan,Myanmar,Visa Required
PASSe386af,Azerbaijan,Namibia,Visa Free
PASSba6153,Azerbaijan,Nauru,Visa Required
PASS14688a,Azerbaijan,Nepal,Visa Free
PASSa7482a,Azerbaijan,Netherlands,Visa Required
PASSeb443b,Azerbaijan,New Caledonia,Visa Required
PASS0c7487,Azerbaijan,New Zealand,Visa Required
PASS74afd2,Azerbaijan,Nicaragua,Visa Free
PASS5e85c8,Azerbaijan,Niger,Visa Required
PASSff1fdc,Azerbaijan,Nigeria,Visa Required
PASSe8b97d,Azerbaijan,Niue,Visa Free
PASS5659c3,Azerbaijan,North Korea,Visa Required
PASS183a9c,Azerbaijan,North Macedonia,Visa Required
PASS13b348,Azerbaijan,Northern Mariana Islands,Visa Required
PASS3ce1cf,Azerbaijan,Norway,Visa Required
PASSd68cba,Azerbaijan,Oman,Visa Required
PASSaf1274,Azerbaijan,Pakistan,Visa Required
PASS7f8d9c,Azerbaijan,Palau Islands,Visa Free
PASS25411b,Azerbaijan,Palestinian Territory,Visa Required
PASSc5c185,Azerbaijan,Panama,Visa Required
PASS9e9cf2,Azerbaijan,Papua New Guinea,Visa Required
PASSc63b53,Azerbaijan,Paraguay,Visa Required
PASSed76a0,Azerbaijan,Peru,Visa Required
PASS0bc588,Azerbaijan,Philippines,Visa Required
PASS402cba,Azerbaijan,Poland,Visa Required
PASS45c26d,Azerbaijan,Portugal,Visa Required
PASS67a8b0,Azerbaijan,Puerto Rico,Visa Required
PASS45bb5d,Azerbaijan,Qatar,Visa Free
PASS41b0e5,Azerbaijan,Reunion,Visa Required
PASSb49711,Azerbaijan,Romania,Visa Required
PASS49c201,Azerbaijan,Russian Federation,Visa Free
PASSc75472,Azerbaijan,Rwanda,Visa Free
PASS5c2032,Azerbaijan,Samoa,Visa Free
PASS7144f6,Azerbaijan,San Marino,Visa Required
PASSbb6dd4,Azerbaijan,Sao Tome and Principe,Visa Required
PASS8bfc31,Azerbaijan,Saudi Arabia,Visa Free
PASS34b5e8,Azerbaijan,Senegal,Visa Required
PASSe95a88,Azerbaijan,Serbia,Visa Free
PASSb5d290,Azerbaijan,Seychelles,Visa Free
PASS39a718,Azerbaijan,Sierra Leone,Visa Required
PASS13d008,Azerbaijan,Singapore,Visa Required
PASS7a5a88,Azerbaijan,Slovakia,Visa Required
PASSdffe3c,Azerbaijan,Slovenia,Visa Required
PASS7340ea,Azerbaijan,Solomon Islands,Visa Required
PASSa3217b,Azerbaijan,Somalia,Visa Free
PASSdb9bd4,Azerbaijan,South Africa,Visa Required
PASSce1b3d,Azerbaijan,South Korea,Visa Required
PASS37bcc4,Azerbaijan,South Sudan,Visa Required
PASS1869aa,Azerbaijan,Spain,Visa Required
PASS1de6ff,Azerbaijan,Sri Lanka,Visa Free
PASS7bbbdc,Azerbaijan,St. Helena,Visa Required
PASSa3cf91,Azerbaijan,St. Kitts and Nevis,Visa Required
PASSc02ce0,Azerbaijan,St. Lucia,Visa Required
PASS03f1ad,Azerbaijan,St. Maarten,Visa Required
PASS57ecf1,Azerbaijan,St. Vincent and the Grenadines,Visa Free
PASSb8a9be,Azerbaijan,Sudan,Visa Required
PASSbd965b,Azerbaijan,Suriname,Visa Free
PASSb93ca6,Azerbaijan,Sweden,Visa Required
PASS218db2,Azerbaijan,Switzerland,Visa Required
PASS90a4d7,Azerbaijan,Syria,Visa Free
PASSb283e7,Azerbaijan,Taiwan (Chinese Taipei),Visa Required
PASS2f8f06,Azerbaijan,Tajikistan,Visa Free
PASS11b027,Azerbaijan,Tanzania,Visa Required
PASS954c5b,Azerbaijan,Thailand,Visa Required
PASS3fd6d2,Azerbaijan,The Gambia,Visa Free
PASS609f62,Azerbaijan,Timor-Leste,Visa Free
PASS34666d,Azerbaijan,Togo,Visa Required
PASS37f195,Azerbaijan,Tonga,Visa Required
PASSb2adec,Azerbaijan,Trinidad and Tobago,Visa Required
PASS9f91d5,Azerbaijan,Tunisia,Visa Required
PASSc41bd1,Azerbaijan,Turkmenistan,Visa Required
PASSec1a6f,Azerbaijan,Turks and Caicos Islands,Visa Required
PASS7eec34,Azerbaijan,Tuvalu,Visa Free
PASS8477bc,Azerbaijan,Türkiye,Visa Free
PASSfc5383,Azerbaijan,US Virgin Islands,Visa Required
PASSc55d13,Azerbaijan,Uganda,Visa Required
PASS532c74,Azerbaijan,Ukraine,Visa Free
PASS328296,Azerbaijan,United Arab Emirates,Visa Free
PASS8b5015,Azerbaijan,United Kingdom,Visa Required
PASS67106e,Azerbaijan,United States,Visa Required
PASS380d70,Azerbaijan,Uruguay,Visa Required
PASSb0895a,Azerbaijan,Uzbekistan,Visa Free
PASSc05c44,Azerbaijan,Vanuatu,Visa Free
PASScb808e,Azerbaijan,Vatican City,Visa Required
PASS52cddb,Azerbaijan,Venezuela,Visa Required
PASS84e600,Azerbaijan,Vietnam,Visa Required
PASScd5759,Azerbaijan,Yemen,Visa Required
PASS75ac02,Azerbaijan,Zambia,Visa Required
PASS599d24,Azerbaijan,Zimbabwe,Visa Free
PASS45e46a,Azerbaijan,eSwatini,Visa Required
PASS17a18f,Bahamas,Afghanistan,Visa Required
PASSbd2a54,Bahamas,Albania,Visa Free
PASS457203,Bahamas,Algeria,Visa Required
PASS76eb1e,Bahamas,American Samoa,Visa Required
PASSd251b7,Bahamas,Andorra,Visa Free
PASS34ea80,Bahamas,Angola,Visa Free
PASS743f91,Bahamas,Anguilla,Visa Free
PASSfd9acd,Bahamas,Antigua and Barbuda,Visa Free
PASS2eac5a,Bahamas,Argentina,Visa Required
PASSfa4b02,Bahamas,Armenia,Visa Free
PASSc34d65,Bahamas,Aruba,Visa Free
PASSb6b09b,Bahamas,Australia,Visa Required
PASS217f4f,Bahamas,Austria,Visa Free
PASS9c7f9c,Bahamas,Azerbaijan,Visa Required
PASSc763fa,Bahamas,Bahrain,Visa Required
PASS94a804,Bahamas,Bangladesh,Visa Free
PASS268f46,Bahamas,Barbados,Visa Free
PASSd705bd,Bahamas,Belarus,Visa Required
PASS5d0896,Bahamas,Belgium,Visa Free
PASSfc6728,Bahamas,Belize,Visa Free
PASS0eda2a,Bahamas,Benin,Visa Free
PASSaca9a9,Bahamas,Bermuda,Visa Free
PASSa9603a,Bahamas,Bhutan,Visa Required
PASS063687,Bahamas,Bolivia,Visa Free
PASS8d15ad,Bahamas,Bonaire; St. Eustatius and Saba,Visa Free
PASS10aea1,Bahamas,Bosnia and Herzegovina,Visa Free
PASS699804,Bahamas,Botswana,Visa Free
PASSe5f5d8,Bahamas,Brazil,Visa Free
PASS97c513,Bahamas,British Virgin Islands,Visa Free
PASSf7f8de,Bahamas,Brunei,Visa Required
PASS5c24aa,Bahamas,Bulgaria,Visa Free
PASS2c57f1,Bahamas,Burkina Faso,Visa Required
PASSf0d4a4,Bahamas,Burundi,Visa Free
PASS3cb1c5,Bahamas,Cambodia,Visa Free
PASSafb1f9,Bahamas,Cameroon,Visa Required
PASSd828f7,Bahamas,Canada,Visa Free
PASS35efb9,Bahamas,Cape Verde Islands,Visa Free
PASS02316c,Bahamas,Cayman Islands,Visa Free
PASS13cf80,Bahamas,Central African Republic,Visa Required
PASS60cc3f,Bahamas,Chad,Visa Required
PASS6992f3,Bahamas,Chile,Visa Free
PASS694604,Bahamas,China,Visa Free
PASS8e6263,Bahamas,Colombia,Visa Free
PASS717c1b,Bahamas,Comoro Islands,Visa Free
PASSa398cd,Bahamas,Congo (Dem. Rep.),Visa Required
PASS3b4594,Bahamas,Congo (Rep.),Visa Required
PASS39ee96,Bahamas,Cook Islands,Visa Free
PASS24458f,Bahamas,Costa Rica,Visa Free
PASS935fc7,Bahamas,Cote d'Ivoire,Visa Required
PASS83c138,Bahamas,Croatia,Visa Free
PASS0ff7c9,Bahamas,Cuba,Visa Required
PASSf16d24,Bahamas,Curacao,Visa Free
PASSe1f8dc,Bahamas,Cyprus,Visa Free
PASSc143c4,Bahamas,Czechia,Visa Free
PASS8ad98c,Bahamas,Denmark,Visa Free
PASS6738d7,Bahamas,Djibouti,Visa Free
PASSbcf764,Bahamas,Dominica,Visa Free
PASS9bb5f7,Bahamas,Dominican Republic,Visa Free
PASS7e7c32,Bahamas,Ecuador,Visa Free
PASS921736,Bahamas,Egypt,Visa Free
PASS048d0c,Bahamas,El Salvador,Visa Free
PASSbda211,Bahamas,Equatorial Guinea,Visa Required
PASS5cc27e,Bahamas,Eritrea,Visa Required
PASS25d35b,Bahamas,Estonia,Visa Free
PASS78b5bd,Bahamas,Ethiopia,Visa Required
PASS307f34,Bahamas,Falkland Islands,Visa Required
PASS05a287,Bahamas,Faroe Islands,Visa Free
PASS4d537b,Bahamas,Fiji,Visa Free
PASS6c602c,Bahamas,Finland,Visa Free
PASS450015,Bahamas,France,Visa Free
PASS650728,Bahamas,French Guiana,Visa Free
PASSfce094,Bahamas,French Polynesia,Visa Free
PASS5bc483,Bahamas,French West Indies,Visa Free
PASS9ba874,Bahamas,Gabon,Visa Required
PASSbe683e,Bahamas,Georgia,Visa Free
PASSe9bb36,Bahamas,Germany,Visa Free
PASSac49ab,Bahamas,Ghana,Visa Free
PASS7ec896,Bahamas,Gibraltar,Visa Free
PASS71b32a,Bahamas,Greece,Visa Free
PASSc40f5d,Bahamas,Greenland,Visa Free
PASS201c60,Bahamas,Grenada,Visa Free
PASS3d8f24,Bahamas,Guam,Visa Required
PASS6a4b58,Bahamas,Guatemala,Visa Free
PASSc05437,Bahamas,Guinea,Visa Required
PASSd513ad,Bahamas,Guinea-Bissau,Visa Free
PASS6a2549,Bahamas,Guyana,Visa Free
PASSf77374,Bahamas,Haiti,Visa Free
PASSd81883,Bahamas,Honduras,Visa Free
PASSa22df9,Bahamas,Hong Kong (SAR China),Visa Free
PASS6284c6,Bahamas,Hungary,Visa Free
PASS23ba33,Bahamas,Iceland,Visa Free
PASSd928bb,Bahamas,India,Visa Required
PASS5f1fc7,Bahamas,Indonesia,Visa Required
PASS502f83,Bahamas,Iran,Visa Free
PASS23af84,Bahamas,Iraq,Visa Required
PASSded5ec,Bahamas,Ireland,Visa Free
PASSc27e9e,Bahamas,Israel,Visa Free
