history_id,user_id,flight_id,city,country,issued_passport,visa_required,flight_dep,flight_arr,length_of_stay,restaurants,hotels
HISTf1e63901,USER68d53fab,FLY748627,Istanbul,Türkiye,Algeria,Visa Required,Saidpur,Istanbul,7,[],"['HOTa97f28', 'HOT2b4c5c']"
HIST88f8394c,USER83956ed8,FLY8c45c7,New York,United States,El Salvador,Visa Required,Barisal,New York,12,[],[]
HISTf9c3898f,USERf32a3c75,FLYc1667d,London,United Kingdom,Bangladesh,Visa Required,Dhaka,London,13,"['RESTO006c0c', 'RESTO1ac4e3', 'RESTO0d36de', 'RESTO3c208c', 'RESTO78189b', 'RESTO82e2a6', 'RESTO15602c', 'RESTOc0b4cb', 'RESTO6bc0e3', 'RESTO6f47a9', 'RESTO33b6b9', 'RESTOcd6e90', 'RESTO8d65c2', 'RESTO03b7b2', 'RESTO1d0984', 'RESTOe1162d', 'RESTOfeb448', 'RESTOb9a21a', 'RESTO0d4f52', 'RESTO8a18c6']","['HOT280fd9', 'HOT31d525', 'HOTbdde71']"
HIST15a89e2e,USERf32a3c75,FLY5ef02e,New York,United States,Bangladesh,Visa Required,Dhaka,New York,9,[],[]
HISTeca9e0a6,USER239d62a4,FLY074614,New York,United States,Bangladesh,Visa Required,Dhaka,New York,3,[],[]
HIST12b933fc,USER9dc14e6f,FLYe1d1e0,Dubai,United Arab Emirates,Sweden,Visa Free,Sylhet Osmani,Dubai,14,"['RESTO2fc452', 'RESTOd65a0c', 'RESTO3e2212', 'RESTO91daaa', 'RESTOd4a290', 'RESTOc811dd', 'RESTO879f0f', 'RESTO19112a', 'RESTOcf3e0c', 'RESTO3ecf6c', 'RESTO8b1c60', 'RESTO157846', 'RESTOeaf22e', 'RESTO82af76', 'RESTO265fd6', 'RESTO64fcf0', 'RESTO588994', 'RESTO301769', 'RESTObe3105', 'RESTO4b852f']","['HOTd64b28', 'HOT46cd99', 'HOT5e4192', 'HOTad404c']"
HISTb9b2f645,USER888a0c4b,FLY8949f3,New York,United States,Malta,Visa Free,Saidpur,New York,9,[],[]
HIST920abf85,USERb9abbf10,FLYec8500,New York,United States,Slovakia,Visa Free,Cox's Bazar,New York,10,[],[]
HIST50888dfe,USER8cbd6669,FLY62ae61,Dubai,United Arab Emirates,Dominican Republic,Visa Required,Jessore,Dubai,3,"['RESTO8b1c60', 'RESTO157846', 'RESTO588994', 'RESTO3e2212', 'RESTO19112a', 'RESTO4b852f']",['HOT471596']
HIST8239eb1f,USERcc54bfdb,FLY901033,Istanbul,Türkiye,Bangladesh,Visa Required,Cox's Bazar,Istanbul,10,[],"['HOT46ddb2', 'HOT729339']"
HIST9cf76f4a,USERfca3d85d,FLY73227d,London,United Kingdom,Bangladesh,Visa Required,Barisal,London,7,"['RESTO03b7b2', 'RESTO006c0c', 'RESTO6f47a9', 'RESTO0d4f52', 'RESTO3c208c', 'RESTO78189b', 'RESTO1ac4e3', 'RESTO8d65c2', 'RESTOcd6e90', 'RESTOb9a21a', 'RESTO6bc0e3', 'RESTO1d0984', 'RESTO82e2a6', 'RESTO8a18c6']","['HOTe17fc0', 'HOT08278d']"
HIST379fe808,USERf32a3c75,FLY2b18ce,Istanbul,Türkiye,Bangladesh,Visa Required,Dhaka,Istanbul,10,[],"['HOTc22832', 'HOT0db871']"
HIST8aab0105,USER17970506,FLY2e1c70,Istanbul,Türkiye,Paraguay,Visa Free,Barisal,Istanbul,7,[],['HOTa97f28']
HIST11758fa9,USER994d6f60,FLY9625c6,London,United Kingdom,Bangladesh,Visa Required,Rajshahi,London,4,"['RESTO006c0c', 'RESTO78189b', 'RESTO0d36de', 'RESTOb9a21a', 'RESTO0d4f52', 'RESTO82e2a6', 'RESTO8d65c2', 'RESTO15602c']",['HOT280fd9']
HISTee291713,USER6e23b9a1,FLY9e7325,Dubai,United Arab Emirates,Bangladesh,Visa Required,Cox's Bazar,Dubai,10,"['RESTO8b1c60', 'RESTO64fcf0', 'RESTO4b852f', 'RESTOd65a0c', 'RESTOc811dd', 'RESTO879f0f', 'RESTObe3105', 'RESTO157846', 'RESTO265fd6', 'RESTO588994', 'RESTOcf3e0c', 'RESTO19112a', 'RESTO82af76', 'RESTO2fc452', 'RESTO3e2212', 'RESTOd4a290', 'RESTO301769', 'RESTOeaf22e', 'RESTO3ecf6c', 'RESTO91daaa']","['HOTb74b93', 'HOT179af9', 'HOT3473a9']"
HISTdaf16374,USER51bb84fe,FLYb14a83,London,United Kingdom,Poland,Visa Free,Barisal,London,11,"['RESTO33b6b9', 'RESTOb9a21a', 'RESTOc0b4cb', 'RESTOcd6e90', 'RESTO78189b', 'RESTOfeb448', 'RESTO0d36de', 'RESTO8d65c2', 'RESTO6f47a9', 'RESTO1ac4e3', 'RESTO3c208c', 'RESTO15602c', 'RESTOe1162d', 'RESTO006c0c', 'RESTO0d4f52', 'RESTO1d0984', 'RESTO8a18c6', 'RESTO82e2a6', 'RESTO6bc0e3', 'RESTO03b7b2']","['HOT36c006', 'HOTf0b6ac']"
HIST2613e808,USER0860f2f5,FLYa353c9,New York,United States,Marshall Islands,Visa Free,Barisal,New York,14,[],[]
HIST40f45a86,USER68f49965,FLY6d9421,London,United Kingdom,Bangladesh,Visa Required,Barisal,London,4,"['RESTO1ac4e3', 'RESTOcd6e90', 'RESTO006c0c', 'RESTO0d36de', 'RESTO8d65c2', 'RESTO6bc0e3', 'RESTO15602c', 'RESTO8a18c6']",['HOTc87b68']
HISTafd563f1,USER5b122e42,FLY11b32c,Dubai,United Arab Emirates,Bangladesh,Visa Required,Dhaka,Dubai,5,"['RESTOd4a290', 'RESTO265fd6', 'RESTO8b1c60', 'RESTOc811dd', 'RESTOeaf22e', 'RESTO19112a', 'RESTO4b852f', 'RESTO3ecf6c', 'RESTObe3105', 'RESTO91daaa', 'RESTOd65a0c', 'RESTO157846', 'RESTO2fc452', 'RESTO3e2212', 'RESTO82af76']",['HOT3fb1cd']
HIST6ce982f0,USEReb254b7c,FLYdf9876,London,United Kingdom,Bangladesh,Visa Required,Barisal,London,4,"['RESTO006c0c', 'RESTOfeb448', 'RESTO8d65c2', 'RESTO33b6b9', 'RESTO1ac4e3', 'RESTO82e2a6', 'RESTO03b7b2', 'RESTO8a18c6']",['HOTf0b6ac']
HIST9e691e03,USER211814c8,FLY21ab7c,London,United Kingdom,Netherlands,Visa Free,Cox's Bazar,London,7,"['RESTO1ac4e3', 'RESTO15602c', 'RESTO82e2a6', 'RESTO8d65c2', 'RESTO78189b', 'RESTO0d4f52', 'RESTO33b6b9', 'RESTOcd6e90', 'RESTOb9a21a', 'RESTOfeb448', 'RESTO3c208c', 'RESTO006c0c', 'RESTO1d0984', 'RESTOe1162d', 'RESTO6bc0e3', 'RESTO03b7b2', 'RESTO6f47a9', 'RESTOc0b4cb', 'RESTO0d36de', 'RESTO8a18c6']",['HOT08278d']
HIST1cd8ec8f,USERfb2bc2c0,FLY0145a0,New York,United States,Tonga,Visa Required,Cox's Bazar,New York,13,[],[]
HISTab0c22b9,USERb317c94f,FLYbe70f9,Istanbul,Türkiye,Bangladesh,Visa Required,Dhaka,Istanbul,12,[],"['HOT106713', 'HOT0db871', 'HOT48b258', 'HOT46ddb2']"
HISTfb8f0113,USER2ca67f98,FLYfc44bd,Istanbul,Türkiye,Liechtenstein,Visa Free,Chittagong,Istanbul,12,[],"['HOT106713', 'HOT52ca85', 'HOT7e45e9']"
HIST95678a59,USER8db95da6,FLY57f0f4,New York,United States,Ukraine,Visa Required,Sylhet Osmani,New York,7,[],[]
HIST674f93cc,USER6e23b9a1,FLY3c665c,London,United Kingdom,Bangladesh,Visa Required,Cox's Bazar,London,12,"['RESTO03b7b2', 'RESTOb9a21a', 'RESTO0d4f52', 'RESTOc0b4cb', 'RESTO006c0c', 'RESTO3c208c', 'RESTO8d65c2', 'RESTO8a18c6', 'RESTO1ac4e3', 'RESTO82e2a6', 'RESTO6bc0e3', 'RESTOcd6e90', 'RESTO6f47a9', 'RESTO15602c', 'RESTO0d36de', 'RESTO78189b', 'RESTOfeb448', 'RESTOe1162d', 'RESTO1d0984', 'RESTO33b6b9']","['HOTc87b68', 'HOTcbe623', 'HOT66d7f4', 'HOTf0b6ac']"
HIST386e60df,USERfb9de427,FLY144ffd,London,United Kingdom,Paraguay,Visa Free,Chittagong,London,10,"['RESTO15602c', 'RESTO0d4f52', 'RESTOcd6e90', 'RESTOfeb448', 'RESTO1d0984', 'RESTO03b7b2', 'RESTO33b6b9', 'RESTOe1162d', 'RESTO8a18c6', 'RESTO6bc0e3', 'RESTO3c208c', 'RESTO0d36de', 'RESTO006c0c', 'RESTO6f47a9', 'RESTO82e2a6', 'RESTO8d65c2', 'RESTOb9a21a', 'RESTO1ac4e3', 'RESTOc0b4cb', 'RESTO78189b']","['HOTcbe623', 'HOTbdde71', 'HOT36c006']"
HIST10435baa,USER05cd49d3,FLY9effeb,Dubai,United Arab Emirates,Bangladesh,Visa Required,Saidpur,Dubai,11,"['RESTObe3105', 'RESTO2fc452', 'RESTO879f0f', 'RESTOeaf22e', 'RESTO265fd6', 'RESTO588994', 'RESTO301769', 'RESTO19112a', 'RESTO91daaa', 'RESTOd65a0c', 'RESTO3e2212', 'RESTO64fcf0', 'RESTO4b852f', 'RESTO157846', 'RESTO82af76', 'RESTOc811dd', 'RESTO8b1c60', 'RESTO3ecf6c', 'RESTOd4a290', 'RESTOcf3e0c']","['HOT3eb17c', 'HOTcb8aea', 'HOT13e0df']"
HIST6c932fd7,USERd138ec8c,FLY46201b,New York,United States,Estonia,Visa Free,Dhaka,New York,14,[],[]
HISTa04daec8,USERfbb18786,FLY0b9708,London,United Kingdom,Bhutan,Visa Required,Dhaka,London,3,"['RESTO03b7b2', 'RESTO33b6b9', 'RESTOfeb448', 'RESTOc0b4cb', 'RESTOcd6e90', 'RESTO82e2a6']",['HOT4bb686']
HISTa242085a,USERb31efabf,FLYb80750,Dubai,United Arab Emirates,Argentina,Visa Free,Chittagong,Dubai,12,"['RESTOd65a0c', 'RESTO4b852f', 'RESTO82af76', 'RESTO588994', 'RESTOcf3e0c', 'RESTO19112a', 'RESTOd4a290', 'RESTO265fd6', 'RESTO8b1c60', 'RESTO3e2212', 'RESTOc811dd', 'RESTO157846', 'RESTO301769', 'RESTO64fcf0', 'RESTObe3105', 'RESTO91daaa', 'RESTOeaf22e', 'RESTO3ecf6c', 'RESTO879f0f', 'RESTO2fc452']","['HOT3eb17c', 'HOT321e12', 'HOT13e0df']"
HISTbca36c0d,USERfca3d85d,FLY34595c,Istanbul,Türkiye,Bangladesh,Visa Required,Barisal,Istanbul,11,[],"['HOTc22832', 'HOT0d761d', 'HOT48b258']"
HISTf56b9188,USER6d0f9edc,FLY466646,New York,United States,Sao Tome and Principe,Visa Required,Saidpur,New York,7,[],[]
HIST740ebc5e,USER2fdefea9,FLYe9cafc,Istanbul,Türkiye,Bangladesh,Visa Required,Saidpur,Istanbul,3,[],['HOT0db871']
HIST0aa07a35,USER8cbd6669,FLY911e78,New York,United States,Dominican Republic,Visa Required,Jessore,New York,11,[],[]
HISTfea78f7a,USER34f6c8cd,FLY768fbc,London,United Kingdom,Libya,Visa Required,Saidpur,London,13,"['RESTO8a18c6', 'RESTO03b7b2', 'RESTO78189b', 'RESTOb9a21a', 'RESTO8d65c2', 'RESTO33b6b9', 'RESTO15602c', 'RESTOcd6e90', 'RESTO006c0c', 'RESTOfeb448', 'RESTO6bc0e3', 'RESTOe1162d', 'RESTO0d36de', 'RESTO6f47a9', 'RESTO1d0984', 'RESTO1ac4e3', 'RESTO0d4f52', 'RESTO82e2a6', 'RESTOc0b4cb', 'RESTO3c208c']","['HOT66d7f4', 'HOT46c53d', 'HOTcbe623', 'HOTe17fc0']"
HIST536e51b0,USER2d927d4b,FLY476b0c,Dubai,United Arab Emirates,Bangladesh,Visa Required,Dhaka,Dubai,3,"['RESTOd65a0c', 'RESTO879f0f', 'RESTO2fc452', 'RESTO19112a', 'RESTOd4a290', 'RESTO82af76']",['HOT9c79bf']
HISTdc71c053,USER237c578a,FLYc15044,New York,United States,Bangladesh,Visa Required,Chittagong,New York,3,[],[]
HIST9800f0a1,USERfca3d85d,FLY3442ca,London,United Kingdom,Bangladesh,Visa Required,Barisal,London,14,"['RESTO8a18c6', 'RESTO78189b', 'RESTOb9a21a', 'RESTO0d36de', 'RESTO8d65c2', 'RESTO006c0c', 'RESTO15602c', 'RESTOe1162d', 'RESTO6f47a9', 'RESTO1ac4e3', 'RESTOfeb448', 'RESTO6bc0e3', 'RESTO0d4f52', 'RESTOcd6e90', 'RESTO1d0984', 'RESTO3c208c', 'RESTOc0b4cb', 'RESTO03b7b2', 'RESTO33b6b9', 'RESTO82e2a6']","['HOT91a871', 'HOTb12a6f', 'HOT78365a', 'HOTdaa5c9']"
HIST8b9a56a1,USER80331e3c,FLY3628f4,Istanbul,Türkiye,Guyana,Visa Required,Barisal,Istanbul,7,[],"['HOT0d761d', 'HOT46ddb2']"
HIST7d3ff8ae,USER2d18eeea,FLY49f73c,London,United Kingdom,Bangladesh,Visa Required,Jessore,London,11,"['RESTO8d65c2', 'RESTO0d4f52', 'RESTOfeb448', 'RESTO1ac4e3', 'RESTO8a18c6', 'RESTO78189b', 'RESTOe1162d', 'RESTO6f47a9', 'RESTO1d0984', 'RESTOcd6e90', 'RESTO15602c', 'RESTO82e2a6', 'RESTO6bc0e3', 'RESTO006c0c', 'RESTO3c208c', 'RESTO0d36de', 'RESTO03b7b2', 'RESTO33b6b9', 'RESTOc0b4cb', 'RESTOb9a21a']","['HOT46c53d', 'HOT843998']"
HIST53d670ec,USERbbed2309,FLY275d74,Dubai,United Arab Emirates,Myanmar,Visa Required,Saidpur,Dubai,9,"['RESTO82af76', 'RESTO265fd6', 'RESTOeaf22e', 'RESTOd4a290', 'RESTO301769', 'RESTO879f0f', 'RESTOd65a0c', 'RESTOcf3e0c', 'RESTO2fc452', 'RESTO588994', 'RESTO157846', 'RESTO8b1c60', 'RESTO4b852f', 'RESTO3e2212', 'RESTO64fcf0', 'RESTO3ecf6c', 'RESTObe3105', 'RESTO91daaa']","['HOT321e12', 'HOTad404c']"
HIST7700f533,USERd3ca4196,FLY1d7178,Dubai,United Arab Emirates,South Africa,Visa Required,Rajshahi,Dubai,4,"['RESTOeaf22e', 'RESTO588994', 'RESTO3ecf6c', 'RESTO301769', 'RESTO8b1c60', 'RESTOd65a0c', 'RESTO64fcf0', 'RESTO4b852f']",['HOTb74b93']
HIST27322ba0,USERd1dd907e,FLY1ee756,Dubai,United Arab Emirates,Burundi,Visa Required,Saidpur,Dubai,6,"['RESTO91daaa', 'RESTO301769', 'RESTOd4a290', 'RESTO588994', 'RESTO3e2212', 'RESTObe3105', 'RESTO157846', 'RESTO19112a', 'RESTO64fcf0', 'RESTOc811dd', 'RESTOcf3e0c', 'RESTO3ecf6c']","['HOT3fb1cd', 'HOT9c79bf']"
HISTb325274f,USER96d4bb36,FLY1f171a,New York,United States,Latvia,Visa Free,Jessore,New York,13,[],[]
HISTb414e2e6,USER888a0c4b,FLY4292e2,Dubai,United Arab Emirates,Malta,Visa Free,Saidpur,Dubai,10,"['RESTO3e2212', 'RESTO879f0f', 'RESTO19112a', 'RESTOeaf22e', 'RESTO301769', 'RESTO82af76', 'RESTOcf3e0c', 'RESTO2fc452', 'RESTO588994', 'RESTO64fcf0', 'RESTOd4a290', 'RESTObe3105', 'RESTO8b1c60', 'RESTO4b852f', 'RESTOd65a0c', 'RESTO91daaa', 'RESTO265fd6', 'RESTO3ecf6c', 'RESTOc811dd', 'RESTO157846']","['HOTabff8f', 'HOT179af9']"
HIST87355566,USER68f49965,FLYbb5374,Istanbul,Türkiye,Bangladesh,Visa Required,Barisal,Istanbul,4,[],['HOTc22832']
HIST266a06a9,USER2160d9b4,FLYe6e866,London,United Kingdom,Bangladesh,Visa Required,Barisal,London,6,"['RESTOb9a21a', 'RESTO0d4f52', 'RESTOe1162d', 'RESTO1d0984', 'RESTOcd6e90', 'RESTO03b7b2', 'RESTO3c208c', 'RESTOfeb448', 'RESTO33b6b9', 'RESTOc0b4cb', 'RESTO6bc0e3', 'RESTO006c0c']",['HOT8610df']
HIST477dc0b2,USERcd47a9cf,FLYf5912d,New York,United States,France,Visa Free,Cox's Bazar,New York,13,[],[]
HIST1d030c25,USERf630fe9b,FLY02874b,Dubai,United Arab Emirates,Dominican Republic,Visa Required,Chittagong,Dubai,6,"['RESTOcf3e0c', 'RESTO3e2212', 'RESTO157846', 'RESTO4b852f', 'RESTOeaf22e', 'RESTO2fc452', 'RESTO64fcf0', 'RESTO3ecf6c', 'RESTO265fd6', 'RESTO301769', 'RESTOd4a290', 'RESTO82af76']","['HOTa76daa', 'HOTe5da72']"
HISTc4b531d2,USER67373204,FLY915f19,Dubai,United Arab Emirates,Panama,Visa Required,Dhaka,Dubai,11,"['RESTO879f0f', 'RESTO2fc452', 'RESTO19112a', 'RESTO4b852f', 'RESTOc811dd', 'RESTOcf3e0c', 'RESTO157846', 'RESTO265fd6', 'RESTO8b1c60', 'RESTOd65a0c', 'RESTOd4a290', 'RESTO91daaa', 'RESTOeaf22e', 'RESTO3e2212', 'RESTO82af76', 'RESTO3ecf6c', 'RESTObe3105', 'RESTO301769', 'RESTO588994', 'RESTO64fcf0']","['HOT3fb1cd', 'HOT321e12', 'HOTa76daa']"
HIST911dc752,USER78cc8a5c,FLY808c79,Istanbul,Türkiye,Chile,Visa Free,Jessore,Istanbul,7,[],"['HOT7356a8', 'HOT654071']"
HIST78503c88,USER6c545e0f,FLYf39415,Istanbul,Türkiye,Tanzania,Visa Required,Dhaka,Istanbul,12,[],"['HOT46ddb2', 'HOT106713', 'HOT7e45e9']"
HIST607645c0,USER8a3e112a,FLY366ce4,New York,United States,Finland,Visa Free,Dhaka,New York,13,[],[]
HISTad806e46,USERd512bbc2,FLYb426bf,London,United Kingdom,San Marino,Visa Free,Chittagong,London,3,"['RESTOb9a21a', 'RESTO6f47a9', 'RESTOc0b4cb', 'RESTO33b6b9', 'RESTO1ac4e3', 'RESTO006c0c']",['HOTb6818d']
HISTd9b49f2a,USER9358732f,FLY739849,Dubai,United Arab Emirates,Bangladesh,Visa Required,Rajshahi,Dubai,5,"['RESTO4b852f', 'RESTO301769', 'RESTO91daaa', 'RESTO19112a', 'RESTObe3105', 'RESTO64fcf0', 'RESTOd65a0c', 'RESTO82af76', 'RESTO3e2212', 'RESTO588994']",['HOT321e12']
HIST7e0dc58b,USERfbb18786,FLYf2d6c1,London,United Kingdom,Bhutan,Visa Required,Dhaka,London,9,"['RESTO82e2a6', 'RESTO15602c', 'RESTO006c0c', 'RESTOb9a21a', 'RESTOc0b4cb', 'RESTO1ac4e3', 'RESTO0d36de', 'RESTO6bc0e3', 'RESTO0d4f52', 'RESTO3c208c', 'RESTO6f47a9', 'RESTOfeb448', 'RESTO33b6b9', 'RESTO78189b', 'RESTO03b7b2', 'RESTO1d0984', 'RESTO8a18c6', 'RESTOcd6e90']","['HOTcbe623', 'HOTb12a6f', 'HOT08278d']"
HIST3929dca5,USER2325760f,FLYc7735b,Dubai,United Arab Emirates,Bangladesh,Visa Required,Cox's Bazar,Dubai,8,"['RESTO3ecf6c', 'RESTOc811dd', 'RESTO8b1c60', 'RESTO879f0f', 'RESTO265fd6', 'RESTO64fcf0', 'RESTO2fc452', 'RESTObe3105', 'RESTOcf3e0c', 'RESTO19112a', 'RESTO4b852f', 'RESTO588994', 'RESTO91daaa', 'RESTO82af76', 'RESTO301769', 'RESTO157846', 'RESTOd65a0c', 'RESTOd4a290', 'RESTOeaf22e', 'RESTO3e2212']","['HOT13e0df', 'HOT46cd99']"
HIST619a78e9,USER0336266b,FLY979f9b,Dubai,United Arab Emirates,Bangladesh,Visa Required,Dhaka,Dubai,14,"['RESTOd4a290', 'RESTO4b852f', 'RESTO8b1c60', 'RESTOc811dd', 'RESTO19112a', 'RESTO2fc452', 'RESTOeaf22e', 'RESTO301769', 'RESTO157846', 'RESTO64fcf0', 'RESTO82af76', 'RESTO265fd6', 'RESTOcf3e0c', 'RESTO588994', 'RESTOd65a0c', 'RESTO879f0f', 'RESTO91daaa', 'RESTObe3105', 'RESTO3ecf6c', 'RESTO3e2212']","['HOT5e4192', 'HOT9c79bf', 'HOT321e12', 'HOT179af9']"
HISTe6744216,USER7fd57a21,FLYbc4c6c,New York,United States,Bangladesh,Visa Required,Saidpur,New York,5,[],[]
HIST41638ac3,USER52e82e95,FLYecac47,London,United Kingdom,Mexico,Visa Free,Cox's Bazar,London,9,"['RESTOb9a21a', 'RESTO3c208c', 'RESTO8a18c6', 'RESTO1ac4e3', 'RESTO0d4f52', 'RESTO15602c', 'RESTO0d36de', 'RESTO6bc0e3', 'RESTO33b6b9', 'RESTO6f47a9', 'RESTO8d65c2', 'RESTO03b7b2', 'RESTO006c0c', 'RESTOe1162d', 'RESTO82e2a6', 'RESTO78189b', 'RESTOcd6e90', 'RESTOfeb448']","['HOTe17fc0', 'HOT454946']"
HISTd362bfd7,USER703dd288,FLY5c306e,New York,United States,Malaysia,Visa Required,Cox's Bazar,New York,5,[],[]
HIST7d7cd817,USER4b7528ae,FLYd28796,Dubai,United Arab Emirates,Bangladesh,Visa Required,Saidpur,Dubai,14,"['RESTO3e2212', 'RESTO588994', 'RESTO19112a', 'RESTO2fc452', 'RESTO82af76', 'RESTOcf3e0c', 'RESTO64fcf0', 'RESTO265fd6', 'RESTO4b852f', 'RESTO879f0f', 'RESTObe3105', 'RESTOeaf22e', 'RESTOd4a290', 'RESTOd65a0c', 'RESTO301769', 'RESTOc811dd', 'RESTO91daaa', 'RESTO157846', 'RESTO8b1c60', 'RESTO3ecf6c']","['HOTabff8f', 'HOTb66964', 'HOT3fb1cd', 'HOTcb8aea']"
HISTffb907c6,USER5f71a275,FLYef196b,London,United Kingdom,Burkina Faso,Visa Required,Sylhet Osmani,London,4,"['RESTO0d36de', 'RESTOcd6e90', 'RESTO78189b', 'RESTO03b7b2', 'RESTO006c0c', 'RESTO0d4f52', 'RESTOb9a21a', 'RESTO82e2a6', 'RESTOc0b4cb', 'RESTO33b6b9', 'RESTO8a18c6', 'RESTO6f47a9']",['HOT66d7f4']
HISTb6b97d01,USERfdcf440a,FLY16d23f,Dubai,United Arab Emirates,United States,Visa Free,Sylhet Osmani,Dubai,5,"['RESTO19112a', 'RESTO3ecf6c', 'RESTO3e2212', 'RESTO8b1c60', 'RESTOc811dd', 'RESTOeaf22e', 'RESTO879f0f', 'RESTOcf3e0c', 'RESTO4b852f', 'RESTO301769']",['HOT3eb17c']
HIST91be00ad,USER292739c7,FLY4afbcf,New York,United States,Nicaragua,Visa Required,Rajshahi,New York,5,[],[]
HIST828bc145,USERb77090eb,FLY87b4df,Dubai,United Arab Emirates,Dominican Republic,Visa Required,Sylhet Osmani,Dubai,3,"['RESTOeaf22e', 'RESTOc811dd', 'RESTOd4a290', 'RESTO8b1c60', 'RESTO3e2212', 'RESTO3ecf6c']",['HOT471596']
HIST16c526ea,USER83956ed8,FLY66ba1c,New York,United States,El Salvador,Visa Required,Barisal,New York,9,[],[]
HISTb4d8aabf,USEReb11f57d,FLYcef39f,London,United Kingdom,Austria,Visa Free,Cox's Bazar,London,5,"['RESTOe1162d', 'RESTOfeb448', 'RESTO6bc0e3', 'RESTO0d4f52', 'RESTO8d65c2', 'RESTO006c0c', 'RESTO78189b', 'RESTO15602c', 'RESTO6f47a9', 'RESTO1d0984']",['HOTe17fc0']
HISTd7a5416c,USERc3e09789,FLY422544,Istanbul,Türkiye,Bangladesh,Visa Required,Sylhet Osmani,Istanbul,5,[],['HOTcbf2d4']
HISTdaf63365,USERd1dd907e,FLY16ac2a,London,United Kingdom,Burundi,Visa Required,Saidpur,London,4,"['RESTO6bc0e3', 'RESTO03b7b2', 'RESTO8a18c6', 'RESTO1d0984', 'RESTOfeb448', 'RESTO6f47a9', 'RESTO1ac4e3', 'RESTOb9a21a']",['HOTb6818d']
HISTc8e0e970,USER05cd49d3,FLY95a2a6,Dubai,United Arab Emirates,Bangladesh,Visa Required,Saidpur,Dubai,10,"['RESTO3e2212', 'RESTO19112a', 'RESTO265fd6', 'RESTOeaf22e', 'RESTO82af76', 'RESTO301769', 'RESTO879f0f', 'RESTO3ecf6c', 'RESTOd4a290', 'RESTO4b852f', 'RESTO64fcf0', 'RESTOc811dd', 'RESTO91daaa', 'RESTObe3105', 'RESTOcf3e0c', 'RESTOd65a0c', 'RESTO588994', 'RESTO157846', 'RESTO8b1c60', 'RESTO2fc452']","['HOT179af9', 'HOTb74b93']"
HISTd2e32b47,USERe240d84c,FLY43a4e4,Istanbul,Türkiye,Denmark,Visa Free,Saidpur,Istanbul,5,[],['HOT52ca85']
HISTbae9aca9,USERaf95993a,FLY22c71f,New York,United States,Bangladesh,Visa Required,Chittagong,New York,5,[],[]
HISTffb2f48e,USER17970506,FLY031520,London,United Kingdom,Paraguay,Visa Free,Barisal,London,12,"['RESTO8d65c2', 'RESTO82e2a6', 'RESTOb9a21a', 'RESTO0d36de', 'RESTO78189b', 'RESTO6f47a9', 'RESTO15602c', 'RESTO03b7b2', 'RESTO006c0c', 'RESTOe1162d', 'RESTO33b6b9', 'RESTOc0b4cb', 'RESTO6bc0e3', 'RESTOcd6e90', 'RESTO1ac4e3', 'RESTO8a18c6', 'RESTO1d0984', 'RESTO3c208c', 'RESTO0d4f52', 'RESTOfeb448']","['HOTb12a6f', 'HOTdf7676', 'HOT66d7f4']"
HIST1ffe4ff1,USER2af65438,FLYd2f99e,Dubai,United Arab Emirates,Bangladesh,Visa Required,Cox's Bazar,Dubai,6,"['RESTO4b852f', 'RESTOd4a290', 'RESTO19112a', 'RESTO265fd6', 'RESTOeaf22e', 'RESTO8b1c60', 'RESTOcf3e0c', 'RESTO2fc452', 'RESTO588994', 'RESTO3e2212', 'RESTO82af76', 'RESTO64fcf0']","['HOT179af9', 'HOT46cd99']"
HIST99eceb69,USER7c186e4d,FLY88065f,London,United Kingdom,Bangladesh,Visa Required,Barisal,London,12,"['RESTO1d0984', 'RESTO6f47a9', 'RESTOfeb448', 'RESTOe1162d', 'RESTO78189b', 'RESTO6bc0e3', 'RESTO15602c', 'RESTO006c0c', 'RESTO33b6b9', 'RESTO82e2a6', 'RESTO0d4f52', 'RESTO0d36de', 'RESTOc0b4cb', 'RESTOb9a21a', 'RESTO3c208c', 'RESTO1ac4e3', 'RESTOcd6e90', 'RESTO03b7b2', 'RESTO8a18c6', 'RESTO8d65c2']","['HOTc87b68', 'HOT843998', 'HOTdaa5c9']"
HISTcad8ad49,USER13c54562,FLYba5d27,New York,United States,Nigeria,Visa Required,Rajshahi,New York,4,[],[]
HIST2f9fb0ef,USER767678fb,FLY2a2645,Istanbul,Türkiye,Uzbekistan,Visa Free,Jessore,Istanbul,10,[],"['HOT81dfcb', 'HOT7fc258']"
HIST82218f04,USERfb9de427,FLYbbe033,London,United Kingdom,Paraguay,Visa Free,Chittagong,London,9,"['RESTO15602c', 'RESTO0d36de', 'RESTO8a18c6', 'RESTO82e2a6', 'RESTO6bc0e3', 'RESTO03b7b2', 'RESTO6f47a9', 'RESTO78189b', 'RESTOb9a21a', 'RESTO0d4f52', 'RESTOe1162d', 'RESTO33b6b9', 'RESTOcd6e90', 'RESTOfeb448', 'RESTO006c0c', 'RESTO1ac4e3', 'RESTO3c208c', 'RESTOc0b4cb']","['HOTb12a6f', 'HOT46c53d', 'HOTe17fc0']"
