flight_id,Airline,Departure Airport Code,Dep Airport Name,Arrival Airport Code,Arr Airport Name,Departure Date & Time,Arrival Date & Time,Duration (hrs),Stopovers,Aircraft Type,Class,Booking Source,Seasonality,Days Before Departure,City Arr,Country Arr,City Dep,Country Dep,Base Fare (EUR),Tax & Surcharge (EUR),Total Fare (EUR)
FLY9e3edd,Emirates,JSR,Jessore Airport,LHR,London Heathrow Airport,2025-06-12 15:50:00,2025-06-13 01:26:04,9.601269607334125,2 Stops,Airbus A350,First Class,Online Website,Regular,8,London,United Kingdom,Jessore,Bangladesh,841.21,177.18,1018.39
FLY407416,Turkish Airlines,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-06-18 14:05:00,2025-06-18 17:32:06,3.451804996832798,1 Stop,Boeing 737,Economy,Travel Agency,Regular,68,Dubai,United Arab Emirates,Saidpur,Bangladesh,340.67,85.1,425.77
FLY7b8548,Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-05-26 07:13:00,2025-05-26 15:23:44,8.179039130249484,1 Stop,Airbus A350,Business,Direct Booking,Regular,13,London,United Kingdom,Dhaka,Bangladesh,854.03,179.1,1033.13
FLY23b6ca,AirAsia,BZL,Barisal Airport,IST,Istanbul Airport,2025-08-16 17:19:00,2025-08-16 23:48:04,6.484615484933716,1 Stop,Airbus A350,First Class,Direct Booking,Regular,90,Istanbul,Turkey,Barisal,Bangladesh,1051.28,191.69,1242.98
FLYd2713c,Thai Airways,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-10-24 10:25:00,2025-10-24 19:43:22,9.30637911977748,1 Stop,Airbus A350,Business,Online Website,Regular,75,London,United Kingdom,Chittagong,Bangladesh,504.98,126.75,631.72
FLYbdad09,Air Arabia,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-03-08 10:17:00,2025-03-08 23:44:06,13.451859033106148,1 Stop,Airbus A350,Economy,Direct Booking,Regular,32,New York,United States,Rajshahi,Bangladesh,266.98,91.05,358.03
FLYb0544c,AirAsia,CGP,"Shah Amanat International Airport, Chittagong",IST,Istanbul Airport,2025-06-23 11:58:00,2025-06-23 18:26:09,6.469376855477957,1 Stop,Airbus A350,Economy,Direct Booking,Regular,29,Istanbul,Turkey,Chittagong,Bangladesh,512.21,110.83,623.05
FLY336446,Saudia,DAC,"Hazrat Shahjalal International Airport, Dhaka",JFK,"John F. Kennedy International Airport, New York",2025-11-15 13:10:00,2025-11-16 02:39:16,13.487965009437756,1 Stop,Boeing 777,Business,Travel Agency,Regular,77,New York,United States,Dhaka,Bangladesh,1018.86,203.83,1222.69
FLY969dd8,SriLankan Airlines,JSR,Jessore Airport,IST,Istanbul Airport,2025-12-23 19:10:00,2025-12-24 01:34:10,6.402937726203348,1 Stop,Airbus A350,First Class,Travel Agency,Winter Holidays,82,Istanbul,Turkey,Jessore,Bangladesh,980.45,181.07,1161.51
FLY52167a,FlyDubai,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-05-07 23:32:00,2025-05-08 06:13:19,6.68876092662734,1 Stop,Airbus A350,First Class,Direct Booking,Regular,87,Istanbul,Turkey,Dhaka,Bangladesh,170.77,59.62,230.38
FLY7d345f,IndiGo,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-01-13 02:05:00,2025-01-13 10:53:02,8.800600552994608,1 Stop,Boeing 777,Economy,Online Website,Regular,1,London,United Kingdom,Chittagong,Bangladesh,383.91,108.59,591.0
FLYdeb15d,US-Bangla Airlines,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-10-07 12:49:00,2025-10-07 16:12:28,3.391256156619638,1 Stop,Boeing 737,Business,Travel Agency,Regular,7,Dubai,United Arab Emirates,Saidpur,Bangladesh,890.13,167.52,1057.65
FLY3970bc,US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-08-21 17:57:00,2025-08-21 21:59:07,4.03550769183509,1 Stop,Boeing 737,First Class,Travel Agency,Regular,35,Dubai,United Arab Emirates,Rajshahi,Bangladesh,1170.42,209.56,1379.98
FLYd410e9,Saudia,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-12-27 17:56:00,2025-12-28 02:43:12,8.786807400032913,1 Stop,Airbus A350,First Class,Travel Agency,Winter Holidays,4,London,United Kingdom,Dhaka,Bangladesh,1625.44,294.82,2304.31
FLYaedaf1,Emirates,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-06-18 23:53:00,2025-06-19 03:53:08,4.002329709130551,Direct,Boeing 787,Economy,Direct Booking,Regular,78,Dubai,United Arab Emirates,Chittagong,Bangladesh,220.33,67.05,287.38
FLY26ac37,Saudia,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-03-29 06:59:00,2025-03-29 14:03:56,7.082442968593569,1 Stop,Boeing 777,First Class,Travel Agency,Regular,85,Istanbul,Turkey,Dhaka,Bangladesh,971.13,179.67,1150.8
FLYb6de12,Vistara,JSR,Jessore Airport,LHR,London Heathrow Airport,2025-05-05 15:23:00,2025-05-05 23:38:32,8.259029884086747,1 Stop,Airbus A350,Business,Travel Agency,Regular,11,London,United Kingdom,Jessore,Bangladesh,1242.47,237.37,1479.84
FLY9ef140,SriLankan Airlines,BZL,Barisal Airport,DXB,Dubai International Airport,2025-09-23 05:45:00,2025-09-23 09:51:27,4.107582794138928,1 Stop,Boeing 737,Business,Online Website,Regular,87,Dubai,United Arab Emirates,Barisal,Bangladesh,496.2,108.43,604.63
FLYdd3791,IndiGo,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-12-09 14:06:00,2025-12-10 03:38:48,13.546940240086348,1 Stop,Boeing 777,Economy,Direct Booking,Winter Holidays,25,New York,United States,Rajshahi,Bangladesh,401.12,111.17,512.28
FLY2fdf00,Air Astra,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-05-26 12:21:00,2025-05-26 16:22:03,4.0175854094165695,Direct,Boeing 787,Economy,Direct Booking,Regular,72,Dubai,United Arab Emirates,Saidpur,Bangladesh,279.51,75.93,355.44
FLYee0afd,US-Bangla Airlines,SPD,Saidpur Airport,LHR,London Heathrow Airport,2025-04-01 20:20:00,2025-04-02 05:33:10,9.219487668377916,1 Stop,Boeing 777,Economy,Online Website,Eid,60,London,United Kingdom,Saidpur,Bangladesh,234.22,86.13,320.35
FLY413c1d,Air Arabia,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-12-13 06:57:00,2025-12-13 20:02:09,13.08594072575702,1 Stop,Boeing 777,Business,Travel Agency,Winter Holidays,5,New York,United States,Saidpur,Bangladesh,508.06,127.21,635.27
FLY62fddd,Emirates,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2026-02-09 04:29:00,2026-02-09 08:10:47,3.696440821575812,1 Stop,Boeing 787,Economy,Online Website,Winter Holidays,69,Dubai,United Arab Emirates,Sylhet Osmani,Bangladesh,261.49,73.22,334.71
FLY0476a9,British Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-09-24 00:39:00,2025-09-24 09:51:25,9.207187562871042,2 Stops,Airbus A350,Business,Direct Booking,Regular,12,London,United Kingdom,Dhaka,Bangladesh,1130.83,220.62,1351.46
FLYb34950,Lufthansa,JSR,Jessore Airport,DXB,Dubai International Airport,2025-05-12 20:49:00,2025-05-13 00:15:02,3.434138493336554,Direct,Boeing 737,First Class,Direct Booking,Regular,35,Dubai,United Arab Emirates,Jessore,Bangladesh,983.97,181.59,1165.56
FLY32e01f,Turkish Airlines,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-05-13 12:29:00,2025-05-14 02:56:33,14.45920597146389,2 Stops,Boeing 777,Business,Direct Booking,Regular,70,New York,United States,Sylhet Osmani,Bangladesh,555.92,134.39,690.31
FLYdc5f75,Gulf Air,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-04-29 12:31:00,2025-04-29 20:33:19,8.038864416805263,1 Stop,Airbus A350,Economy,Online Website,Regular,5,London,United Kingdom,Dhaka,Bangladesh,341.05,102.16,443.21
FLY7c483e,AirAsia,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-07-09 01:57:00,2025-07-09 09:07:28,7.174495696340631,1 Stop,Airbus A350,First Class,Direct Booking,Regular,15,Istanbul,Turkey,Sylhet Osmani,Bangladesh,2421.22,397.18,2818.41
FLYee57ca,US-Bangla Airlines,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-07-03 10:31:00,2025-07-03 16:48:37,6.293622258477988,1 Stop,Boeing 777,Business,Travel Agency,Regular,28,Istanbul,Turkey,Rajshahi,Bangladesh,749.36,146.4,895.76
FLY935718,Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-08-09 23:31:00,2025-08-10 03:37:19,4.10551192872418,Direct,Boeing 787,Economy,Travel Agency,Regular,57,Dubai,United Arab Emirates,Chittagong,Bangladesh,209.55,65.43,274.99
FLYcdda1b,Singapore Airlines,SPD,Saidpur Airport,LHR,London Heathrow Airport,2025-09-12 19:54:00,2025-09-13 04:49:37,8.927012971182982,2 Stops,Boeing 777,Economy,Travel Agency,Regular,79,London,United Kingdom,Saidpur,Bangladesh,453.54,119.03,572.58
FLYdfcf21,NovoAir,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-11-01 23:39:00,2025-11-02 14:25:11,14.769761763509637,1 Stop,Boeing 777,Business,Online Website,Regular,52,New York,United States,Barisal,Bangladesh,545.39,132.81,678.2
FLY6c0b84,Air India,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-05-21 15:11:00,2025-05-22 06:22:14,15.187320109593164,2 Stops,Boeing 777,First Class,Travel Agency,Regular,63,New York,United States,Rajshahi,Bangladesh,2036.64,356.5,2393.14
FLY84a9cf,Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-12-16 07:53:00,2025-12-16 17:08:51,9.264400867129169,1 Stop,Airbus A350,Economy,Direct Booking,Winter Holidays,33,London,United Kingdom,Dhaka,Bangladesh,82.69,63.4,146.09
FLYbb9dce,Air Astra,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-12-24 20:39:00,2025-12-25 00:04:18,3.4216817509013846,Direct,Boeing 737,Economy,Online Website,Winter Holidays,26,Dubai,United Arab Emirates,Saidpur,Bangladesh,214.05,66.11,280.16
FLY647322,NovoAir,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-03-05 23:58:00,2025-03-06 08:40:05,8.701571903397026,2 Stops,Airbus A350,Business,Online Website,Regular,58,London,United Kingdom,Chittagong,Bangladesh,1087.01,214.05,1301.06
FLYe6a654,Lufthansa,JSR,Jessore Airport,IST,Istanbul Airport,2025-07-23 06:27:00,2025-07-23 13:30:40,7.061169332838758,1 Stop,Airbus A350,Business,Travel Agency,Regular,8,Istanbul,Turkey,Jessore,Bangladesh,757.76,147.66,905.42
FLY13ce69,Gulf Air,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-04-18 06:56:00,2025-04-18 21:05:24,14.156805787131397,1 Stop,Boeing 777,First Class,Online Website,Regular,28,New York,United States,Rajshahi,Bangladesh,2251.11,388.67,2639.77
FLY1b58d3,Saudia,DAC,"Hazrat Shahjalal International Airport, Dhaka",JFK,"John F. Kennedy International Airport, New York",2025-06-09 18:16:00,2025-06-10 09:13:35,14.959867389830118,1 Stop,Airbus A350,Economy,Online Website,Regular,68,New York,United States,Dhaka,Bangladesh,78.42,62.76,141.18
FLYf86f2b,Lufthansa,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-06-17 10:51:00,2025-06-17 19:52:04,9.017924259575318,1 Stop,Airbus A350,Business,Online Website,Regular,46,London,United Kingdom,Barisal,Bangladesh,1012.58,202.89,1215.46
FLY95b5f5,British Airways,CGP,"Shah Amanat International Airport, Chittagong",IST,Istanbul Airport,2026-02-28 06:24:00,2026-02-28 13:08:06,6.7350899552153,2 Stops,Airbus A350,First Class,Online Website,Winter Holidays,74,Istanbul,Turkey,Chittagong,Bangladesh,2045.54,340.83,2386.37
FLY747d83,Air Astra,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-11-28 16:52:00,2025-11-28 23:38:45,6.779396503349235,2 Stops,Airbus A350,First Class,Travel Agency,Regular,79,Istanbul,Turkey,Sylhet Osmani,Bangladesh,867.05,164.06,1031.1
FLYcb390a,IndiGo,JSR,Jessore Airport,LHR,London Heathrow Airport,2025-03-16 12:17:00,2025-03-16 20:53:33,8.609385711731436,1 Stop,Boeing 777,Economy,Online Website,Regular,40,London,United Kingdom,Jessore,Bangladesh,78.04,62.71,140.74
FLYf75dff,Emirates,JSR,Jessore Airport,JFK,"John F. Kennedy International Airport, New York",2025-05-17 08:49:00,2025-05-17 23:32:43,14.72867615336021,1 Stop,Boeing 777,First Class,Online Website,Regular,71,New York,United States,Jessore,Bangladesh,278.15,92.72,370.87
FLY45b228,Biman Bangladesh Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-11-24 08:13:00,2025-11-24 12:01:55,3.81537066078227,Direct,Boeing 787,First Class,Travel Agency,Regular,26,Dubai,United Arab Emirates,Dhaka,Bangladesh,1228.34,218.25,1446.59
FLYe26bc2,Cathay Pacific,RJH,"Shah Makhdum Airport, Rajshahi",JFK,"John F. Kennedy International Airport, New York",2025-03-19 19:06:00,2025-03-20 08:34:45,13.479333580053297,1 Stop,Airbus A350,First Class,Travel Agency,Regular,25,New York,United States,Rajshahi,Bangladesh,1452.1,268.81,1720.91
FLY4f637a,Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2026-02-16 21:52:00,2026-02-17 06:35:03,8.717580401618743,1 Stop,Airbus A350,Economy,Direct Booking,Winter Holidays,57,London,United Kingdom,Chittagong,Bangladesh,507.37,127.1,634.47
FLY3468e5,Vistara,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-10-25 11:24:00,2025-10-25 17:48:35,6.409993782320068,1 Stop,Boeing 777,Economy,Online Website,Regular,64,Istanbul,Turkey,Sylhet Osmani,Bangladesh,200.35,64.05,264.41
FLYba0916,Qatar Airways,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-08-06 07:02:00,2025-08-06 10:49:24,3.790162632783695,Direct,Boeing 787,First Class,Direct Booking,Regular,19,Dubai,United Arab Emirates,Rajshahi,Bangladesh,1909.36,320.4,2229.76
FLY01c41c,Etihad Airways,CGP,"Shah Amanat International Airport, Chittagong",LHR,London Heathrow Airport,2025-04-08 23:51:00,2025-04-09 09:28:07,9.618705456027978,1 Stop,Airbus A350,Business,Travel Agency,Regular,62,London,United Kingdom,Chittagong,Bangladesh,936.51,191.48,1127.98
FLY65c6db,Kuwait Airways,SPD,Saidpur Airport,LHR,London Heathrow Airport,2025-02-18 03:52:00,2025-02-18 12:48:45,8.946062688757879,1 Stop,Airbus A350,Business,Direct Booking,Regular,47,London,United Kingdom,Saidpur,Bangladesh,771.14,166.67,937.81
FLY3ddc6a,Biman Bangladesh Airlines,BZL,Barisal Airport,IST,Istanbul Airport,2025-11-05 00:05:00,2025-11-05 06:06:37,6.027101850760517,1 Stop,Airbus A350,Business,Direct Booking,Regular,27,Istanbul,Turkey,Barisal,Bangladesh,924.18,172.63,1096.8
FLY91ada6,IndiGo,SPD,Saidpur Airport,LHR,London Heathrow Airport,2026-01-12 23:32:00,2026-01-13 07:29:45,7.962507889623953,1 Stop,Airbus A350,First Class,Travel Agency,Winter Holidays,13,London,United Kingdom,Saidpur,Bangladesh,1779.28,317.89,2097.17
FLYa7718a,US-Bangla Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",DXB,Dubai International Airport,2025-05-07 11:54:00,2025-05-07 16:10:09,4.269281070262814,Direct,Boeing 787,Business,Travel Agency,Regular,3,Dubai,United Arab Emirates,Dhaka,Bangladesh,736.81,144.52,1057.6
FLYeffa05,Thai Airways,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2026-01-24 23:04:00,2026-01-25 13:40:02,14.60058755357304,2 Stops,Boeing 777,Business,Direct Booking,Winter Holidays,31,New York,United States,Barisal,Bangladesh,462.46,120.37,582.82
FLY0f6ada,AirAsia,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-08-25 19:49:00,2025-08-26 02:05:40,6.277837197291642,2 Stops,Boeing 777,Economy,Travel Agency,Regular,63,Istanbul,Turkey,Sylhet Osmani,Bangladesh,97.43,48.61,146.04
FLY28f118,NovoAir,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-06-09 13:16:00,2025-06-09 19:31:10,6.252995888165239,1 Stop,Airbus A350,Business,Travel Agency,Regular,74,Istanbul,Turkey,Sylhet Osmani,Bangladesh,365.53,88.83,454.36
FLY761265,Air Astra,JSR,Jessore Airport,LHR,London Heathrow Airport,2025-04-19 00:51:00,2025-04-19 10:33:02,9.700690798376217,1 Stop,Airbus A350,Business,Direct Booking,Regular,50,London,United Kingdom,Jessore,Bangladesh,503.48,126.52,630.0
FLY283de8,Air India,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-09-05 10:10:00,2025-09-05 14:41:12,4.520270999450336,1 Stop,Boeing 737,Economy,Direct Booking,Regular,9,Dubai,United Arab Emirates,Cox's Bazar,Bangladesh,517.9,111.69,629.59
FLY0e5dad,Malaysian Airlines,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-09-05 04:18:00,2025-09-05 08:52:50,4.580778079712265,Direct,Boeing 787,First Class,Online Website,Regular,85,Dubai,United Arab Emirates,Cox's Bazar,Bangladesh,1286.71,227.01,1513.71
FLY894880,NovoAir,CXB,Cox's Bazar Airport,LHR,London Heathrow Airport,2025-09-21 20:53:00,2025-09-22 06:30:55,9.63213192091768,2 Stops,Boeing 777,Business,Online Website,Regular,15,London,United Kingdom,Cox's Bazar,Bangladesh,332.59,100.89,433.47
FLYb1bbf9,Emirates,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-08-27 13:26:00,2025-08-28 03:13:21,13.78923630749117,2 Stops,Airbus A350,Economy,Travel Agency,Regular,33,New York,United States,Barisal,Bangladesh,317.41,98.61,416.02
FLY21ec2a,Lufthansa,CGP,"Shah Amanat International Airport, Chittagong",IST,Istanbul Airport,2025-12-05 00:10:00,2025-12-05 06:51:04,6.68458390844426,1 Stop,Airbus A350,Business,Direct Booking,Winter Holidays,2,Istanbul,Turkey,Chittagong,Bangladesh,1239.94,219.99,1751.91
FLY22ddcc,Singapore Airlines,JSR,Jessore Airport,LHR,London Heathrow Airport,2025-06-15 19:59:00,2025-06-16 05:01:30,9.041812295195935,2 Stops,Boeing 777,First Class,Travel Agency,Regular,68,London,United Kingdom,Jessore,Bangladesh,911.47,187.72,1099.19
FLY076275,Etihad Airways,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2025-04-05 03:59:00,2025-04-05 10:55:21,6.939332379028336,1 Stop,Airbus A350,Business,Direct Booking,Regular,61,Istanbul,Turkey,Sylhet Osmani,Bangladesh,682.3,136.35,818.65
FLY635826,Saudia,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-03-18 08:28:00,2025-03-18 18:02:24,9.573456194839004,2 Stops,Airbus A350,Economy,Online Website,Regular,34,London,United Kingdom,Dhaka,Bangladesh,118.3,68.74,187.04
FLY0c5c03,Malaysian Airlines,DAC,"Hazrat Shahjalal International Airport, Dhaka",IST,Istanbul Airport,2025-06-10 00:05:00,2025-06-10 07:13:04,7.134658112702707,1 Stop,Boeing 777,First Class,Online Website,Regular,40,Istanbul,Turkey,Dhaka,Bangladesh,709.53,140.43,849.96
FLYc432b0,Air Astra,RJH,"Shah Makhdum Airport, Rajshahi",DXB,Dubai International Airport,2025-11-11 05:31:00,2025-11-11 09:11:09,3.669319883862094,1 Stop,Boeing 787,Business,Online Website,Regular,44,Dubai,United Arab Emirates,Rajshahi,Bangladesh,1093.03,197.95,1290.98
FLY976b57,Saudia,BZL,Barisal Airport,DXB,Dubai International Airport,2025-10-22 05:03:00,2025-10-22 08:51:15,3.8042210946124695,Direct,Boeing 787,Economy,Travel Agency,Regular,33,Dubai,United Arab Emirates,Barisal,Bangladesh,160.03,58.01,218.04
FLY56b6c0,Singapore Airlines,ZYL,"Osmani International Airport, Sylhet",DXB,Dubai International Airport,2025-10-24 06:12:00,2025-10-24 10:08:29,3.941495393514104,Direct,Boeing 787,Business,Direct Booking,Regular,25,Dubai,United Arab Emirates,Sylhet Osmani,Bangladesh,1238.79,219.82,1458.61
FLY357c70,NovoAir,ZYL,"Osmani International Airport, Sylhet",JFK,"John F. Kennedy International Airport, New York",2025-10-02 13:05:00,2025-10-03 02:17:53,13.214815484305534,1 Stop,Boeing 777,First Class,Travel Agency,Regular,39,New York,United States,Sylhet Osmani,Bangladesh,2279.65,392.95,2672.6
FLY9a3eeb,Kuwait Airways,DAC,"Hazrat Shahjalal International Airport, Dhaka",JFK,"John F. Kennedy International Airport, New York",2025-09-08 22:05:00,2025-09-09 13:11:21,15.105910849098647,1 Stop,Airbus A350,Business,Direct Booking,Regular,27,New York,United States,Dhaka,Bangladesh,706.02,156.9,862.92
FLY89341f,Cathay Pacific,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-02-09 12:03:00,2025-02-10 03:01:07,14.96879266098116,1 Stop,Boeing 777,Economy,Travel Agency,Regular,11,New York,United States,Barisal,Bangladesh,576.95,137.54,714.49
FLYf14df3,Malaysian Airlines,BZL,Barisal Airport,JFK,"John F. Kennedy International Airport, New York",2025-05-05 20:02:00,2025-05-06 09:56:43,13.91203617315728,1 Stop,Boeing 777,Business,Travel Agency,Regular,87,New York,United States,Barisal,Bangladesh,179.17,77.88,257.05
FLY4bae4d,Air Astra,ZYL,"Osmani International Airport, Sylhet",IST,Istanbul Airport,2026-02-21 06:27:00,2026-02-21 13:24:51,6.964218569267376,1 Stop,Boeing 777,Economy,Travel Agency,Winter Holidays,71,Istanbul,Turkey,Sylhet Osmani,Bangladesh,106.31,49.95,156.25
FLY053d54,Etihad Airways,RJH,"Shah Makhdum Airport, Rajshahi",LHR,London Heathrow Airport,2025-12-14 06:21:00,2025-12-14 14:45:03,8.40099787958612,1 Stop,Airbus A350,First Class,Online Website,Winter Holidays,39,London,United Kingdom,Rajshahi,Bangladesh,574.59,137.19,711.78
FLY3eb2bb,Air India,CXB,Cox's Bazar Airport,DXB,Dubai International Airport,2025-10-16 02:43:00,2025-10-16 06:52:55,4.1653164692916,1 Stop,Boeing 737,Business,Travel Agency,Regular,62,Dubai,United Arab Emirates,Cox's Bazar,Bangladesh,926.46,172.97,1099.43
FLY4ebeba,FlyDubai,CGP,"Shah Amanat International Airport, Chittagong",JFK,"John F. Kennedy International Airport, New York",2025-04-10 09:52:00,2025-04-11 01:08:07,15.268696933390352,1 Stop,Airbus A350,Economy,Travel Agency,Regular,42,New York,United States,Chittagong,Bangladesh,242.55,87.38,329.94
FLYdaffa5,Turkish Airlines,CGP,"Shah Amanat International Airport, Chittagong",IST,Istanbul Airport,2025-08-28 18:05:00,2025-08-29 00:22:49,6.296999438756164,1 Stop,Airbus A350,First Class,Travel Agency,Regular,30,Istanbul,Turkey,Chittagong,Bangladesh,1452.97,251.94,1704.91
FLYd70a30,Singapore Airlines,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-08-13 11:01:00,2025-08-13 17:33:46,6.546210712494113,1 Stop,Airbus A350,Business,Travel Agency,Regular,38,Istanbul,Turkey,Rajshahi,Bangladesh,335.68,84.35,420.03
FLY6220fe,IndiGo,SPD,Saidpur Airport,DXB,Dubai International Airport,2025-11-21 10:30:00,2025-11-21 13:57:41,3.4615369729761865,Direct,Boeing 787,Business,Direct Booking,Regular,84,Dubai,United Arab Emirates,Saidpur,Bangladesh,591.57,122.74,714.31
FLYb7e9d0,Kuwait Airways,CGP,"Shah Amanat International Airport, Chittagong",DXB,Dubai International Airport,2025-06-10 06:15:00,2025-06-10 10:06:24,3.856918277959313,1 Stop,Boeing 737,Economy,Travel Agency,Regular,25,Dubai,United Arab Emirates,Chittagong,Bangladesh,586.21,121.93,708.14
FLY6f1741,Air India,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-05-09 04:27:00,2025-05-09 13:06:00,8.650237481550167,1 Stop,Boeing 777,First Class,Online Website,Regular,74,London,United Kingdom,Barisal,Bangladesh,207.39,82.11,289.5
FLY1c09d5,Thai Airways,BZL,Barisal Airport,LHR,London Heathrow Airport,2025-08-09 15:45:00,2025-08-09 23:52:55,8.132210047943627,2 Stops,Boeing 777,First Class,Direct Booking,Regular,82,London,United Kingdom,Barisal,Bangladesh,1672.91,301.94,1974.85
FLYc5ea84,Cathay Pacific,CXB,Cox's Bazar Airport,LHR,London Heathrow Airport,2026-03-04 15:52:00,2026-03-05 01:19:48,9.46357526273074,1 Stop,Boeing 777,Economy,Online Website,Regular,76,London,United Kingdom,Cox's Bazar,Bangladesh,413.35,113.0,526.35
FLY6ef557,Air Arabia,DAC,"Hazrat Shahjalal International Airport, Dhaka",LHR,London Heathrow Airport,2025-11-11 14:35:00,2025-11-11 23:48:32,9.225587227192763,1 Stop,Airbus A350,Business,Travel Agency,Regular,12,London,United Kingdom,Dhaka,Bangladesh,156.57,74.49,231.05
FLY989bc8,Lufthansa,RJH,"Shah Makhdum Airport, Rajshahi",LHR,London Heathrow Airport,2025-11-07 19:25:00,2025-11-08 03:22:21,7.956072522152142,2 Stops,Airbus A350,First Class,Online Website,Regular,2,London,United Kingdom,Rajshahi,Bangladesh,1377.52,257.63,1962.17
FLYe6a380,Qatar Airways,JSR,Jessore Airport,DXB,Dubai International Airport,2025-03-30 17:34:00,2025-03-30 21:19:31,3.75866736549721,Direct,Boeing 787,First Class,Online Website,Eid,62,Dubai,United Arab Emirates,Jessore,Bangladesh,2210.11,365.52,2575.62
FLY90bc23,NovoAir,JSR,Jessore Airport,IST,Istanbul Airport,2025-05-07 12:56:00,2025-05-07 19:11:30,6.258394541920675,2 Stops,Boeing 777,Economy,Direct Booking,Regular,2,Istanbul,Turkey,Jessore,Bangladesh,295.36,78.3,448.4
FLY8c7a85,NovoAir,SPD,Saidpur Airport,JFK,"John F. Kennedy International Airport, New York",2025-09-27 02:26:00,2025-09-27 15:28:16,13.038046319690348,1 Stop,Boeing 777,Business,Direct Booking,Regular,56,New York,United States,Saidpur,Bangladesh,849.86,178.48,1028.34
FLYea7370,Malaysian Airlines,RJH,"Shah Makhdum Airport, Rajshahi",IST,Istanbul Airport,2025-10-20 01:46:00,2025-10-20 08:05:51,6.331060484839829,2 Stops,Airbus A350,Economy,Travel Agency,Regular,21,Istanbul,Turkey,Rajshahi,Bangladesh,416.01,96.4,512.41
FLYccc30f,Vistara,BZL,Barisal Airport,IST,Istanbul Airport,2025-09-25 15:30:00,2025-09-25 22:12:12,6.703365677872765,1 Stop,Airbus A350,Economy,Travel Agency,Regular,49,Istanbul,Turkey,Barisal,Bangladesh,163.93,58.59,222.51
